plot	X	Y	Mitigada2	Mitigada3	Mitigada4	Water2	Water3	Water4
80001	401922	4683695	178.9	184.13	295.14	0.6189	0.4972	0.4888
80002	399895	4682821	434.35	370.25	631.07	0.3639	0.3281	0.2761
80003	400898	4682826	138.62	158.82	259.66	0.611	0.3098	0.324
80004	401903	4682780	117.71	178.66	351.37	0.7222	0.4853	0.2272
80005	399917	4681736	244.53	200.8	311.67	0.4279	0.2698	0.2084
80006	396931	4680825	238.17	232.5	408.54	0.4944	0.3678	0.2465
80009	401899	4680834	250.19	211.74	310.03	0.4032	0.1952	0.0907
80014	397927	4679764	137.86	139.19	221.01	0.6418	0.5074	0.4342
80016	392906	4678796	356.95	299.63	376.28	0.1422	0.1337	0.334
80020	397842	4678864	248.69	202.52	307.91	0.2893	0.2769	0.0847
80024	395903	4677804	194.27	213.27	260.12	0.7427	0.3831	0.6523
80028	397907	4676810	756.52	612.79	976.74	0.5158	0.4594	0.2919
80033	396898	4675792	136.46	137.84	208.72	0.6984	0.5447	0.4944
80034	400893	4675783	125.35	127.67	153.5	0.5727	0.3526	0.4023
80038	393945	4673806	124.04	81.97	123.06	0.4874	0.5764	0.5068
80041	397872	4673769	106.89	97.8	141.52	0.4747	0.3519	0.3984
80043	399945	4673823	113.82	119.81	198.26	0.6474	0.4676	0.4028
80044	391905	4672812	140.02	139.8	198.56	0.681	0.416	0.4811
80046	393915	4672746	151.94	175.56	367.03	0.7183	0.6405	0.419
80047	394893	4672799	150.1	110.67	139.24	0.4672	0.527	0.5733
80048	395918	4672790	352.81	348.64	563.16	0.7275	0.5943	0.6036
80049	396938	4672836	132.71	112.43	181.94	0.6123	0.5857	0.5234
80050	397963	4672776	95.78	80.69	69.62	0.4047	0.3798	0.6344
80055	399928	4671826	317.77	260.57	456.44	0.5586	0.5325	0.4046
80059	399872	4670827	213.19	197.94	304.03	0.5311	0.4503	0.3567
80061	401918	4670796	166.63	108.73	210.97	0.5437	0.3584	0.4007
80063	398884	4669764	648.03	522.74	854.85	0.4307	0.3927	0.2706
80064	399831	4669789	212.24	161.2	263.1	0.3897	0.3369	0.2177
80068	408944	4683846	210.25	152.81	188.12	0.606	0.5558	0.6253
80072	403906	4682796	205.15	124.91	195.67	0.2798	0.4308	0.2647
80075	406845	4682897	279.68	228.98	325.37	0.3997	0.3472	0.2076
80076	407933	4682760	192.52	204.5	292.92	0.5637	0.2713	0.2856
80077	403937	4681735	266.61	175.56	298	0.345	0.4746	0.2188
80081	407965	4681779	205.38	187.3	287.04	0.6374	0.4898	0.4117
80083	410906	4681775	168.7	156.51	224.02	0.4469	0.2501	0.0426
80085	412931	4681730	296.22	227.64	235.25	0.3193	0.141	0.468
80087	415906	4681796	803.2	474.04	1283.75	0.6055	0.6703	0.0729
80091	408915	4680597	261.91	206.34	263.43	0.3236	0.4578	0.2817
80095	414884	4680772	50.75	37.8	56.91	0.4498	0.3216	0.2097
80096	415879	4680805	176.25	124.61	167.57	0.2133	0.2284	0.147
80098	417914	4680821	211.68	196.62	229.13	0.3995	0.3089	0.1779
80101	404868	4679747	159.59	140.55	179.88	0.4291	0.1614	0.1543
80105	409868	4679802	237.67	252.71	338.47	0.6705	0.2739	0.4744
80106	410901	4679746	121.8	131.35	291.15	0.6926	0.5857	0.1705
80114	420924	4679764	79.69	91.02	103.71	0.6464	0.4887	0.4289
80115	402898	4678807	223.25	170.26	239.36	0.4232	0.4683	0.4174
80116	403921	4678831	228.41	164.19	269.57	0.5973	0.5525	0.4674
80118	408906	4678796	425.73	309.76	428.82	0.0328	0.0482	0.0247
80121	412816	4678718	303.64	215.5	305.36	0.3036	0.2814	0.1928
80123	417854	4678693	213.11	211.9	296.83	0.6214	0.3531	0.3095
80124	418906	4678796	59.05	104.13	198.8	0.844	0.5926	0.3985
80126	402873	4677748	41.05	49.33	67.59	0.7038	0.412	0.4469
80128	405882	4677699	221.44	188.35	252.84	0.5231	0.4273	0.3176
80130	410908	4677771	28.93	25.99	38.3	0.4835	0.2792	0.1516
80131	411882	4677743	96.82	76.87	104.8	0.5257	0.3331	0.3174
80132	412919	4677746	154.2	92.63	159.45	0.3837	0.4741	0.1676
80138	405845	4676724	132.35	165.19	248.77	0.6926	0.4229	0.3643
80139	406875	4676801	268.98	238.81	373.82	0.4828	0.3358	0.0782
80144	413908	4676794	2.6	3.51	4.02	0.6909	0.3102	0.3799
80145	418900	4676767	76.55	68.53	85.84	0.6364	0.364	0.4539
80148	404906	4675796	362.34	275.05	345.81	0.2894	0.1942	0.3164
80153	411916	4675771	263.5	186.04	303.73	0.4484	0.3226	0.2151
80155	413903	4675725	263.54	184.77	279.35	0.3384	0.26	0.1584
80158	416909	4675723	208.54	150.94	223.56	0.4791	0.3857	0.2758
80160	418890	4675767	178.48	122.05	203.3	0.4915	0.2166	0.2217
80168	414891	4674743	128.55	98.41	179.59	0.698	0.5293	0.4808
80169	416868	4674754	327.28	200.39	309.54	0.2972	0.3838	0.183
80171	418925	4674746	52.4	37.93	65.79	0.6467	0.5104	0.4334
80172	404910	4673792	388.2	297.77	436.19	0.3227	0.114	0.0572
80174	406844	4673742	441.25	282.33	449.82	0.3249	0.3308	0.1249
80177	409917	4673752	69.66	57.97	97.28	0.5363	0.3038	0.2145
80178	411947	4673763	74.44	42.21	78.74	0.3685	0.3995	0.232
80182	415903	4673762	206.51	166.6	264.53	0.4796	0.2876	0.1869
80183	416906	4673796	83.33	49.03	98.56	0.6506	0.6177	0.5196
80185	418882	4673763	92.64	72.95	101.26	0.6361	0.4105	0.5209
80190	409874	4672788	215.76	196.9	324.33	0.5298	0.37	0.1642
80194	414873	4672756	280.91	156	288.5	0.4466	0.3749	0.389
80197	417917	4672754	107.82	66.38	89.79	0.1686	0.1693	0.3314
80199	407890	4671746	122.44	137.34	181.7	0.6371	0.2531	0.362
80200	408886	4671750	207.28	137.48	214.85	0.2859	0.1351	0.2525
80204	412912	4671778	134.74	171.05	258.24	0.7534	0.4627	0.402
80205	413841	4671827	293.79	205.24	356.49	0.5701	0.4658	0.2938
80206	418901	4671728	137.01	109.95	173.73	0.4842	0.3169	0.2165
80207	419906	4671786	140.22	82.82	111.07	0.1174	0.1311	0.2311
80210	402869	4670786	164.84	174.72	267.32	0.5761	0.2988	0.1724
80211	403902	4670858	119.98	92.07	144.38	0.3599	0.1955	0.1098
80215	411846	4670726	83.75	70.42	159.86	0.6898	0.5916	0.2774
80219	420916	4670763	75.32	64.59	79.82	0.7295	0.6252	0.6569
80221	402875	4669761	53.45	48.1	81.48	0.6411	0.4859	0.3806
80223	407842	4669768	176.47	117.05	178.77	0.1944	0.0469	0.0872
80225	409883	4669757	96.93	149.28	264.8	0.7883	0.4047	0.3744
80229	413876	4669754	108.58	117.97	157.78	0.5218	0.3224	0.0989
80230	415906	4669796	150.84	118.15	189.52	0.615	0.3555	0.3438
80233	418899	4668776	190.07	152.89	232.2	0.5316	0.3575	0.2885
80234	395872	4668808	361.11	241.32	324.61	0.2165	0.3251	0.3576
80235	396924	4668782	99.24	90.74	122.53	0.5621	0.3873	0.4747
80239	394872	4667791	316.32	242.47	409.61	0.4728	0.3761	0.1853
80243	398872	4667794	617.07	480.48	753.2	0.5452	0.5047	0.48
80244	399867	4667839	348.33	239.44	390.31	0.4399	0.3832	0.4019
80245	393903	4666839	95.01	105.68	161.55	0.5886	0.3943	0.151
80249	400938	4666808	164.17	121.54	172.05	0.5904	0.5567	0.6048
80250	393924	4665826	373.03	306.1	363.34	0.183	0.0796	0.0981
80253	397884	4665799	62.33	67.3	146.64	0.7522	0.6769	0.4676
80255	400948	4665762	192.57	189.25	273.82	0.5388	0.3325	0.3719
80257	394875	4664831	377	374.41	448.56	0.5045	0.4258	0.3553
80259	396939	4664771	73.28	75.35	138.36	0.6963	0.654	0.4966
80261	399906	4664796	170.36	222.11	271.22	0.7152	0.5243	0.54
80264	396874	4663830	143.37	128.17	203.38	0.6039	0.469	0.3323
80269	389945	4662746	30.11	42.05	54.06	0.7221	0.3703	0.3903
80271	393820	4662817	91.3	73.52	78.52	0.4565	0.4568	0.5368
80272	395835	4662826	18.85	16.77	26.48	0.5984	0.479	0.3334
80273	396899	4662809	403.08	532.2	759.88	0.6327	0.3212	0.1201
80275	399947	4662790	82.19	112.52	134.71	0.6544	0.279	0.3657
80276	400810	4662752	109.64	82.81	121.19	0.432	0.2084	0.2784
80280	396976	4661811	82.67	85.96	124.43	0.5939	0.387	0.3463
80281	397881	4661811	119.79	160.01	249.98	0.7368	0.3202	0.4272
80282	398858	4661821	91	128.63	224.07	0.7291	0.4393	0.3021
80287	397896	4660812	107.26	106.3	194.89	0.633	0.3951	0.1059
80288	398901	4660779	66.58	68.52	79.27	0.4804	0.2333	0.2968
80289	399910	4660785	117.09	105.24	136.11	0.3842	0.2874	0.0942
80290	391907	4659798	196.48	165.93	243.4	0.474	0.3777	0.3504
80292	393918	4659785	213.19	185.21	248.36	0.3838	0.2311	0.2077
80293	395901	4659770	74.7	53.12	75.29	0.2221	0.3606	0.2889
80295	391912	4658763	42.03	131.33	223.77	0.8326	0.5715	0.4593
80297	395925	4658796	95.15	92.85	89.03	0.597	0.4699	0.6325
80299	399896	4658800	256.61	176.98	228.91	0.3297	0.1912	0.23
80302	393860	4657818	179.24	137.68	175.99	0.1938	0.1255	0.1715
80303	394922	4657758	107.27	97.65	123.48	0.3873	0.2756	0.271
80304	395901	4657730	287.58	218.92	302.72	0.2848	0.1112	0.2119
80306	399911	4657776	89.66	69.93	74.23	0.3205	0.1949	0.2971
80309	392910	4656747	35.81	40.72	60.8	0.6096	0.4373	0.3201
80311	394946	4656802	54.75	41.89	62.23	0.2098	0.2004	0.0598
80315	398883	4656784	86.64	89.36	90.93	0.4685	0.1718	0.3532
80319	394898	4655787	16.45	21.33	28.35	0.6357	0.2437	0.1902
80321	396900	4655774	60.25	51.7	80.38	0.4784	0.2846	0.0823
80324	392906	4654866	140.09	130.57	162.51	0.3812	0.1344	0.1355
80325	393904	4654806	80.88	74.49	105.45	0.4104	0.1972	0.0783
80328	397888	4654802	78.86	73.92	79.51	0.2548	0.1017	0.2124
80329	398928	4654784	12.05	10.02	13.09	0.3178	0.2473	0.2306
80335	397908	4653774	79.63	117.42	136.81	0.5165	0.2222	0.0826
80338	400914	4653807	25.1	18.4	25.59	0.3223	0.3491	0.2666
80340	390912	4652794	26.72	56.73	67.05	0.8378	0.574	0.6291
80344	397907	4652786	24.21	12.56	19.24	0.1351	0.4825	0.2782
80348	389926	4651782	54.63	65.63	56.81	0.6069	0.2966	0.4714
80351	393932	4651825	65.24	38.74	52.52	0.1734	0.3741	0.1972
80356	399926	4651768	49.1	23.92	36.23	0.325	0.5653	0.486
80358	389875	4650722	17.54	20.83	19.26	0.4941	0.1403	0.1634
80366	403856	4668789	89.4	83.33	134.06	0.6616	0.4146	0.3566
80367	404906	4668796	182.67	156.35	225.19	0.4803	0.1328	0.0955
80369	408906	4668796	104.18	78.18	117.06	0.4786	0.1399	0.2995
80371	410870	4668760	126.82	88	168.34	0.4435	0.2966	0.1567
80372	411911	4668873	253.31	223.38	341.83	0.6019	0.3508	0.3562
80375	414906	4668796	165.04	107.59	185	0.5076	0.4227	0.2508
80376	402901	4667779	206.65	225.75	303.89	0.6182	0.205	0.2455
80377	403895	4667774	190.82	142.61	214.7	0.5734	0.4033	0.3908
80381	408887	4667780	193.19	188.57	328.58	0.6498	0.4682	0.2588
80382	409826	4667795	338.63	214.77	263.47	0.0628	0.0724	0.1835
80385	414934	4667813	129.19	181.18	223.49	0.6987	0.345	0.384
80387	416909	4667789	164.84	117.76	205.8	0.4892	0.2848	0.1767
80389	403893	4666771	363.97	267.79	354.77	0.2782	0.1736	0.111
80392	408899	4666760	348.75	253.11	370.09	0.3709	0.0541	0.1859
80394	411947	4666828	97.2	74.02	131.62	0.4762	0.2842	0.0653
80395	412948	4666815	138.38	130.59	186.37	0.5305	0.2995	0.1281
80399	416901	4666801	254.43	168.81	284.71	0.4176	0.1931	0.1954
80400	417906	4666766	92.2	108.33	119.36	0.6844	0.3007	0.4516
80404	405922	4665769	81.69	98.98	157.55	0.7309	0.3298	0.2931
80405	406903	4665792	161.09	77.25	202.44	0.5171	0.6126	0.1371
80407	408914	4665745	433.4	278.57	414.23	0.2561	0.1427	0.1263
80411	412976	4665894	68.38	68.46	94.59	0.6018	0.4174	0.2956
80412	414906	4665796	169.66	121.9	101.83	0.0594	0.026	0.3323
80415	419876	4665801	71.11	61.42	92.04	0.5438	0.2661	0.2275
80417	424928	4665771	40.86	62.73	114.49	0.7767	0.4142	0.2579
80418	402895	4664757	83.54	57.99	79.02	0.6463	0.6409	0.6076
80421	405939	4664785	149.75	114.73	173.46	0.4407	0.2813	0.0652
80424	409926	4664782	145.56	106.03	156.09	0.421	0.2675	0.0825
80428	414891	4664808	16.66	15.1	20.33	0.556	0.2599	0.322
80431	422986	4664782	168.83	120.87	166.47	0.3534	0.262	0.1921
80432	424906	4664796	174.18	109.95	144.13	0.3182	0.1922	0.2963
80433	401883	4660805	329.78	285.15	362.83	0.4828	0.233	0.1687
80438	407943	4663781	298.69	201.65	246.65	0.1296	0.0527	0.0639
80440	409934	4663773	365.64	225.02	286.13	0.2965	0.0609	0.3603
80442	411887	4663773	291.71	202.05	268.53	0.3358	0.1356	0.1824
80446	415883	4663835	332.85	285.11	263.12	0.5069	0.1545	0.5211
80449	420924	4663769	106.84	102.54	113.64	0.5763	0.042	0.4452
80450	421906	4663796	104.78	101.43	148.49	0.5539	0.257	0.114
80452	423932	4663816	48.35	46.12	61.01	0.4902	0.1626	0.1133
80453	424886	4663813	38.49	69.82	91.4	0.7906	0.2906	0.3322
80454	401852	4662843	188.6	154.6	243.63	0.5152	0.3902	0.2419
80456	407925	4662762	257.64	162.86	177.89	0.138	0.0839	0.289
80466	419881	4662788	105.21	70.15	112.47	0.4556	0.2556	0.2496
80467	421939	4662796	88.92	71.32	90.17	0.5167	0.2703	0.3743
80472	401874	4661764	220.89	176.9	238.21	0.4011	0.1971	0.1401
80473	402902	4661763	58.1	77.29	106.1	0.721	0.154	0.2276
80475	408916	4661750	54.56	38.68	41.21	0.4019	0.388	0.35
80478	411938	4661868	171.78	113.41	153.71	0.1739	0.2023	0.049
80482	416882	4661773	402.48	307.66	382.2	0.3089	0.1361	0.2127
80484	418898	4661852	110.58	74.27	94.7	0.3253	0.209	0.2839
80488	423941	4661829	30.14	32.88	39.52	0.6364	0.4206	0.3904
80490	427882	4661703	26.25	20.41	28.32	0.4886	0.2731	0.1995
80493	408859	4660748	119.08	84.46	108.19	0.4315	0.2436	0.3002
80495	410905	4660772	128.69	81.66	93.01	0.587	0.5396	0.6188
80496	411936	4660771	129.38	103.6	139.49	0.4033	0.2778	0.1242
80499	414906	4660796	32.7	17.47	22.62	0.4896	0.5634	0.6298
80501	416890	4660784	66.32	42.25	60.51	0.2453	0.2671	0.1543
80503	418911	4660781	38.08	27.71	30.91	0.2884	0.2209	0.3051
80505	420951	4660796	43.96	32.86	44.5	0.2814	0.1416	0.0872
80507	422925	4660758	137.57	88	148.08	0.4851	0.346	0.253
80513	407764	4659749	209.54	151.26	193.87	0.3749	0.1131	0.1585
80518	414902	4659804	190.43	145.15	154.59	0.4007	0.2398	0.4343
80522	418873	4659764	88.92	101.09	97.7	0.6866	0.4175	0.5834
80526	422954	4659791	66.66	66.45	86.09	0.517	0.107	0.1351
80527	425945	4659703	118.58	105.95	140.12	0.5019	0.1086	0.13
80531	408882	4658744	74.09	39.26	65.39	0.1592	0.443	0.1489
80535	412878	4658798	21.08	17.26	28.79	0.4992	0.4269	0.1671
80539	416916	4658826	404.27	342.3	519.65	0.5237	0.1262	0.1776
80543	421926	4658751	181.98	143.29	209.49	0.4555	0.2778	0.1724
80546	424942	4658759	129.62	103.64	120.19	0.3749	0.1016	0.2853
80548	426890	4658749	5.04	6.71	8.21	0.8549	0.7673	0.7536
80550	405857	4657798	115.67	108.97	130.43	0.4665	0.0717	0.0713
80552	409833	4657785	42.08	23.56	29.22	0.4388	0.3489	0.5759
80555	412908	4657798	29.82	11.86	25.81	0.2579	0.6063	0.3691
80556	413924	4657805	42.57	39.38	49.89	0.4754	0.3904	0.3602
80557	414898	4657810	19.83	19.31	23.82	0.5861	0.4677	0.5
80559	416873	4657726	250.54	173.58	205.08	0.1551	0.1489	0.2022
80562	424909	4657772	52.81	46.04	61.04	0.3988	0.1205	0.0637
80568	410907	4656746	21.85	9.65	14.68	0.4605	0.5693	0.6145
80572	420861	4656775	78.41	89.48	118.13	0.605	0.2066	0.1729
80575	423868	4656739	115.89	87.47	114.14	0.3072	0.2817	0.0696
80579	403896	4655768	141.53	97.68	116.83	0.3097	0.4106	0.3491
80582	410903	4655800	63.55	38.24	65.43	0.3495	0.2521	0.4062
80586	415898	4655788	58.87	26.39	40.17	0.4847	0.5962	0.5645
80590	423919	4655777	57.35	100.83	125.5	0.74	0.3058	0.3009
80593	402890	4654800	20.11	17.11	25.47	0.5426	0.3125	0.3113
80595	405888	4654814	43.71	15.34	28.13	0.374	0.5948	0.6158
80597	410881	4654799	64.66	27.7	52.7	0.2725	0.4818	0.4229
80603	420879	4654784	56.84	60.08	62.79	0.5448	0.1013	0.311
80604	421862	4654781	42.66	30.4	39.9	0.1828	0.0257	0.0412
80607	405899	4653782	26.86	15.41	26.7	0.3915	0.4828	0.3437
80608	409893	4653770	44.38	16.16	31.69	0.5065	0.6985	0.6273
80611	414906	4653796	18.46	13.43	19.08	0.3776	0.271	0.2062
80614	419937	4653784	26.57	25.13	27.47	0.6022	0.314	0.4383
80615	423919	4653732	116.78	80.42	103.25	0.2254	0.1224	0.1174
80623	413923	4652808	17	5.63	14.43	0.4472	0.5739	0.524
80626	418889	4652764	148.88	102.86	172.06	0.4787	0.3397	0.2143
80631	428939	4652825	116.96	91.53	108.46	0.4456	0.2099	0.2152
80641	417956	4651812	92.79	89.2	115.94	0.4859	0.0803	0.1962
80644	427921	4651809	89.16	56.16	84.22	0.4155	0.4085	0.256
80646	401887	4650766	45.09	35.41	52.02	0.2659	0.1791	0.095
80648	403930	4650786	12.25	11.01	14.99	0.5324	0.4405	0.382
80650	409901	4650572	32.71	14.89	9.78	0.4457	0.6796	0.7803
80657	425935	4650776	61.92	49.54	60.79	0.2551	0.1168	0.0787
80660	428934	4650752	113.46	87.32	108.62	0.3719	0.2779	0.0764
80662	436942	4665749	243.27	163.85	215.82	0.2829	0.3303	0.0713
80663	430864	4664700	203.55	182.86	249.59	0.6387	0.4228	0.3611
80665	434782	4664724	237.77	164	229.35	0.3044	0.4128	0.0948
80666	435892	4664736	60.83	88.08	176.34	0.7743	0.6103	0.0561
80668	437913	4664798	81.6	51.6	69.54	0.2334	0.0856	0.0627
80669	438902	4664808	77.91	47.43	62.89	0.1674	0.1131	0.0636
80670	439975	4664698	430.99	267.73	332.14	0.0661	0.1079	0.0531
80672	431872	4663732	90.67	61.51	94.7	0.3299	0.3431	0.0545
80673	433901	4663769	162.76	141.64	175.03	0.3848	0.1545	0.0846
80678	440893	4663788	173.24	179.44	266.5	0.6953	0.292	0.2091
80680	430916	4662722	41.29	36.56	37.36	0.4666	0.2886	0.3431
80681	431878	4662763	88.04	54.71	82.32	0.4208	0.452	0.2639
80682	433911	4662782	110.08	84.41	99.71	0.3031	0.1592	0.2081
80686	439946	4662751	83.87	70.14	104.73	0.5875	0.2355	0.1536
80690	444886	4662783	304.23	218.54	266.06	0.5659	0.4117	0.3872
80691	445824	4662778	258.52	202.11	219.24	0.5093	0.4204	0.3834
80693	447870	4662830	82.68	62.85	67.37	0.4258	0.496	0.3132
80695	431878	4661733	163.3	116.39	146.02	0.3312	0.1658	0.1869
80698	438913	4661798	203.45	146.64	189.28	0.4177	0.2173	0.1474
80702	443932	4661824	351.78	213.78	245.69	0.091	0.2176	0.1212
80703	444930	4661847	328.97	213.66	238.94	0.1581	0.1091	0.1707
80704	446929	4661819	96.27	63.75	73.95	0.3265	0.4378	0.2873
80707	432882	4660761	74.43	54.55	79.54	0.3953	0.2849	0.0922
80710	437821	4660593	133.88	94.98	129.02	0.2866	0.1465	0.0808
80711	438943	4660799	157.99	130.13	151.2	0.3368	0.3611	0.0532
80712	439925	4660815	200.58	143.66	174.22	0.5685	0.3911	0.3518
80713	440883	4660804	287.08	179.12	248.27	0.2735	0.3251	0.077
80717	444910	4660872	512.72	362.09	413.23	0.2082	0.1495	0.0846
80718	445939	4660762	151.89	111.23	133.31	0.4285	0.2896	0.1654
80722	449911	4660796	346.05	276.03	294.57	0.2829	0.1249	0.1356
80724	430889	4659793	348.81	245.98	316.47	0.3339	0.1601	0.1883
80729	437918	4659791	231.13	149.77	189.51	0.2379	0.163	0.0926
80731	442938	4659855	126.75	5.47	25.77	0.5381	0.8837	0.8181
80732	445929	4659725	72.63	74.59	90.28	0.6157	0.2588	0.2204
80733	447933	4659804	240.56	188.97	214.81	0.46	0.3249	0.2347
80736	429925	4658782	90.57	58.71	92.6	0.4188	0.202	0.0571
80739	433946	4658835	84.68	93.98	129.74	0.6471	0.2603	0.1575
80741	445906	4658797	43.55	67.78	77.84	0.7895	0.4175	0.4843
80743	448918	4658778	199.54	170.7	202.98	0.5498	0.4141	0.2482
80747	431903	4657808	231.39	164.17	221.86	0.2857	0.2566	0.0794
80748	432952	4657819	139.56	111.64	109.04	0.4203	0.1426	0.4054
80749	433890	4657772	278.51	200.03	223.39	0.4633	0.1639	0.5099
80750	434962	4657812	136.21	100.48	129.59	0.3649	0.2141	0.1801
80752	436873	4657779	139.75	107.89	131.69	0.456	0.2691	0.2281
80756	442913	4657797	100.29	66.79	98.1	0.5099	0.1849	0.2724
80758	445934	4657790	218.23	142.61	175.11	0.2708	0.3045	0.2242
80759	446890	4657792	96.03	92.09	110.81	0.6113	0.4598	0.3034
80762	450914	4657749	449.62	328.82	336.64	0.072	0.116	0.0736
80763	453885	4657780	255.76	206.02	236.28	0.5181	0.4216	0.2769
80766	431941	4656856	176.96	107.85	139.08	0.1683	0.0721	0.101
80767	442919	4656799	138.54	98.7	94.58	0.4798	0.1754	0.5277
80769	446915	4656813	186.64	135.92	184.16	0.3334	0.1522	0.0584
80771	449903	4656781	96.89	72.51	84.88	0.2933	0.1968	0.0715
80772	451880	4656747	501.3	365.55	405.43	0.1253	0.1559	0.0745
80773	452876	4656779	351.59	245.02	268.7	0.0859	0.1331	0.1488
80778	432976	4655794	71.98	54.57	69.24	0.3591	0.1588	0.1731
80779	441933	4655753	79.37	41.12	63.44	0.1922	0.1923	0.1559
80781	444928	4655803	53.58	43.14	50.17	0.6268	0.428	0.5243
80783	450927	4655808	124.82	88.89	97.63	0.3703	0.4064	0.3252
80784	454877	4655796	45.56	35.13	36.77	0.1132	0.0756	0.2091
80788	434906	4654818	95.77	57.92	76.65	0.1583	0.1437	0.0846
80789	442912	4654782	41.8	28.79	33.16	0.5954	0.4956	0.5668
80790	443894	4654755	21.48	15.15	21.97	0.4865	0.1222	0.1462
80798	454894	4654837	28.83	24.3	23.8	0.2932	0.2468	0.3251
80799	455919	4654798	72.42	49.07	40.81	0.1731	0.3926	0.5509
80806	449951	4653796	119.53	75.77	101.45	0.4005	0.1431	0.2592
80811	455916	4653782	25.3	18.85	21.15	0.1411	0.0657	0.1367
80813	430905	4652791	140.24	120.17	131.72	0.4011	0.0769	0.1822
80815	433867	4652815	209.8	229.21	311.85	0.6169	0.2344	0.153
80816	447881	4652801	290.64	146.78	221.65	0.1671	0.0422	0.2593
80818	451854	4652823	154.54	97.26	145.4	0.2407	0.1702	0.1092
80822	445903	4651814	96.92	36.96	44.32	0.1789	0.1872	0.5633
80823	450955	4651806	55.73	25.54	59.56	0.7458	0.7521	0.6569
80824	451870	4651792	115.1	66.65	98.91	0.27	0.1418	0.1987
80827	454955	4651853	219.69	143.19	196.55	0.4595	0.3651	0.3653
80828	430884	4650846	94.45	65.43	99.27	0.4074	0.3122	0.1011
80829	431930	4650832	38.95	29.86	48.27	0.5992	0.5578	0.282
80830	445889	4650832	43	18.18	30.47	0.1872	0.1647	0.2384
80833	450918	4650814	142.05	70.11	106.11	0.5341	0.5063	0.5229
80834	451911	4650782	65.2	36.65	55.57	0.2776	0.1538	0.1482
80835	453921	4650755	85.08	68.07	116.38	0.5666	0.1778	0.187
80839	457859	4651798	300.18	214.17	239.99	0.2639	0.2112	0.241
80840	457917	4650783	131.88	100.37	119.31	0.2495	0.1227	0.1077
80842	394892	4649858	40.73	25.64	53.29	0.5568	0.5969	0.4679
80845	398901	4649814	75.08	19.96	65.64	0.2767	0.717	0.4469
80846	399899	4649813	29.84	9.71	14.78	0.2799	0.6633	0.5971
80852	393898	4647811	94.13	49.25	77.15	0.3474	0.5493	0.5298
80853	394897	4647812	5.5	4.16	5.67	0.5908	0.5986	0.6022
80858	393918	4646818	79.06	40.74	101.31	0.3975	0.5871	0.2969
80860	396892	4646819	100.17	45.2	61.56	0.2304	0.5485	0.5476
80861	397866	4646808	119.2	59.81	109.32	0.1697	0.5632	0.2854
80862	398908	4646771	64.61	62.11	80.65	0.3681	0.1907	0.2606
80864	400928	4646773	14.73	11.27	13.76	0.6552	0.5898	0.6648
80866	391085	4645670	13.22	10.85	10.31	0.2694	0.2686	0.4025
80868	394912	4645839	145.98	77.36	120.87	0.15	0.4732	0.2675
80869	396934	4645806	84.88	88.33	91.12	0.3441	0.0931	0.255
80873	400906	4645826	161.34	146.07	147.05	0.2797	0.0793	0.4324
80874	388942	4644756	47.03	46.67	44.72	0.3743	0.1629	0.2467
80875	390926	4644714	26.57	23.54	27.32	0.1645	0.1297	0.0989
80876	391886	4644775	54.76	52.89	52.35	0.1593	0.0663	0.1536
80877	393910	4644764	37.4	36.53	43.23	0.3603	0.3082	0.2684
80878	394918	4644807	342.15	256.11	276.64	0.0848	0.1249	0.2639
80880	396922	4644823	108.4	104.64	121.72	0.3732	0.4031	0.2937
80881	397971	4644830	47.95	45.15	52.62	0.2011	0.0974	0.1621
80884	387951	4643790	106.95	25.25	82.93	0.4039	0.7095	0.4773
80887	390983	4643784	27.96	26.71	34.13	0.5054	0.3783	0.3527
80888	391933	4643770	26.55	39.03	58.79	0.6124	0.3	0.1297
80889	392892	4643759	116.92	114.78	102.86	0.1924	0.0925	0.2413
80890	393904	4643810	39.4	40.96	49.05	0.3445	0.1883	0.1535
80894	399911	4643825	55.74	63.86	82.6	0.3952	0.0566	0.0938
80895	400862	4643839	118.48	50.88	87.17	0.2678	0.5288	0.4943
80898	394900	4642770	67.16	108.02	108.85	0.5729	0.2683	0.3582
80900	397966	4642816	51.5	23.37	44.84	0.3022	0.5864	0.4385
80901	399938	4642852	73.49	61.43	64.19	0.1661	0.0754	0.2748
80907	397906	4641785	52.67	24.55	63.47	0.3193	0.5974	0.2702
80909	399921	4641800	80.64	43.47	64.12	0.2027	0.4297	0.3474
80912	387867	4640802	104.1	37.74	65.07	0.2018	0.5997	0.4654
80914	393906	4640796	47.94	43.48	42.29	0.312	0.2007	0.4749
80917	397906	4640796	34.27	31.28	43.59	0.485	0.476	0.3795
80919	399968	4640805	64.8	40.49	67.21	0.2513	0.4075	0.2738
80924	394921	4639810	34.05	36.99	26.8	0.2572	0.151	0.4747
80925	395948	4639714	104.96	83.76	94.41	0.3677	0.3754	0.522
80926	396976	4639761	66.76	71.57	72.52	0.2238	0.1888	0.1631
80928	398905	4639781	94.22	88.83	77.62	0.267	0.247	0.4269
80929	400898	4639789	6.7	7.82	9.19	0.4084	0.1087	0.1799
80934	391933	4638790	18.37	15.67	22.01	0.3168	0.329	0.1998
80936	395890	4638744	71.79	73.88	79.8	0.1871	0.1079	0.1077
80940	399911	4638797	21.46	13.57	20.6	0.2818	0.3457	0.3675
