plot	X	Y	Mitigada2	Mitigada3	Mitigada4	Water2	Water3	Water4
82959	415898	4595838	7.46	8.33	7.55	0.2735	0.2546	0.0654
82960	420955	4595765	45.41	62.85	63.48	0.5484	0.2256	0.1412
82964	433942	4612826	56.37	42.3	44.57	0.2742	0.3853	0.0747
82965	434964	4612851	54.63	39.75	24.01	0.3602	0.4331	0.4797
82970	445854	4612901	100.31	74.58	68.77	0.2053	0.1085	0.1039
82972	439860	4611805	73.21	52.08	31.17	0.3544	0.4311	0.4761
82974	448897	4611886	13.47	10.46	8.96	0.4942	0.4732	0.3299
82977	428967	4610832	222.9	170.37	149.74	0.394	0.1326	0.3508
82978	430895	4610817	129.75	81.33	77.23	0.1154	0.172	0.1557
82982	439877	4610803	22.96	38.3	34.48	0.725	0.3856	0.2222
82983	443903	4610787	41.42	35.8	26.12	0.4148	0.275	0.2249
82984	453925	4610764	77.7	56.27	45.24	0.3431	0.2836	0.2039
82987	433909	4609826	126.88	80.24	65.95	0.1164	0.3762	0.2131
82991	455900	4609781	71.03	51.32	28.94	0.2833	0.2259	0.5001
82996	450920	4608790	185.6	129.84	115.85	0.2614	0.2362	0.1489
82997	451919	4608790	178.95	89.47	116.27	0.3188	0.5735	0.1901
83001	455966	4608858	121.39	75.2	78.82	0.1882	0.0764	0.098
83005	447932	4607769	135.95	78.36	73.24	0.1955	0.3611	0.2055
83010	453889	4607820	9.73	6.46	5.91	0.3584	0.4325	0.2485
83012	432893	4606794	101.19	83.03	68.2	0.3025	0.2772	0.1888
83013	433921	4606826	44.72	33.5	25.88	0.161	0.2407	0.1492
83015	446912	4606788	43.94	30.47	24.91	0.2417	0.2774	0.166
83018	449898	4606867	90.84	51.36	64.03	0.3004	0.437	0.2892
83025	446867	4605840	80.46	59.27	36.58	0.139	0.1757	0.3469
83028	449854	4605748	7.76	25.03	31.09	0.8169	0.4132	0.1816
83029	450896	4605752	62.84	68.25	76.91	0.6585	0.3914	0.3884
83030	452936	4605856	149.08	54.36	96.58	0.1849	0.4582	0.2687
83032	455925	4605772	84.84	99.21	98.74	0.6495	0.2887	0.1134
83033	455939	4606759	73.1	61.52	60.26	0.4878	0.3674	0.1014
83036	448946	4604791	19.65	13.27	14.49	0.2771	0.2424	0.2299
83046	450862	4603796	200.35	103.11	137.82	0.1814	0.2065	0.2691
83049	453866	4603713	44.84	30.82	36.82	0.3535	0.3215	0.2291
83051	432877	4602801	23.74	15.78	14.74	0.5333	0.6302	0.5072
83053	443898	4602796	401.48	214.23	163.9	0.0929	0.4299	0.386
83054	444941	4602825	59.1	53.85	57.3	0.3948	0.2485	0.0792
83056	446887	4602797	70.31	89.05	91.7	0.6754	0.4524	0.2245
83057	448886	4602807	71.51	79.49	72.36	0.5182	0.4661	0.1202
83059	451924	4602804	134.33	78.07	99.08	0.1951	0.1109	0.1841
83062	442876	4601838	105.34	102.16	77.17	0.3094	0.1751	0.0865
83063	443921	4601823	150.84	110.92	85.33	0.1665	0.2814	0.1658
83064	446876	4601900	55.38	126.55	118.61	0.7636	0.4363	0.1831
83066	443863	4600839	96.02	70.97	68.15	0.1991	0.2224	0.0661
83070	441879	4599787	162.48	129.4	119.62	0.2319	0.2067	0.0725
83072	445856	4599706	77.63	72.86	53.2	0.3943	0.3661	0.2635
83073	446873	4599726	94.36	71.66	60.11	0.1355	0.1837	0.0879
83075	448879	4599785	108.37	90.08	78.67	0.3907	0.3272	0.2082
83079	442875	4598781	92.47	81.86	79.74	0.3664	0.0662	0.0777
83081	444860	4598782	124.5	82.68	93.21	0.2462	0.1746	0.1217
83086	444897	4597792	63.83	46.38	48.45	0.2882	0.0614	0.0895
83091	438855	4596752	240.73	164.86	155.2	0.1315	0.1948	0.1296
83096	444895	4596811	202.48	133.22	170.42	0.2556	0.1405	0.0662
83097	437829	4595796	105.5	70.42	61.34	0.0903	0.0719	0.1473
83098	438822	4595805	219.86	144.82	133.09	0.0589	0.0592	0.0628
83100	443926	4595815	46.72	33.51	36.63	0.4	0.1495	0.1953
83103	437800	4594688	248.24	124.5	152.13	0.0624	0.4442	0.0925
83107	457895	4612806	9.38	6.8	5.76	0.4035	0.3092	0.3732
83108	458805	4612741	29.14	19.07	10.78	0.2336	0.2431	0.4911
83112	462874	4612768	218.41	134.57	95.4	0.2317	0.2468	0.3602
83113	463862	4612843	323.47	184.13	181.91	0.2528	0.2531	0.1871
83115	465852	4612776	158.96	364.7	308.55	0.7914	0.1869	0.1714
83116	466824	4612850	330.06	327.86	311.64	0.61	0.3172	0.1097
83118	469891	4612757	372.52	234.3	241.89	0.3737	0.1535	0.2015
83120	471902	4612825	190.63	75.9	59.16	0.2302	0.5242	0.5471
83128	459951	4611788	153.1	94.85	55.65	0.1748	0.1688	0.446
83132	465948	4611734	508.97	331.59	290.48	0.1397	0.0816	0.0413
83136	470930	4611771	237.53	162.58	147.45	0.3293	0.0764	0.1249
83138	472898	4611779	263.67	163.44	142.68	0.1606	0.103	0.1524
83141	456885	4610778	143.71	91.67	87.76	0.2681	0.3198	0.2099
83142	460914	4610753	30.59	56.97	60.39	0.7969	0.5403	0.1005
83145	465924	4610894	198.13	122.54	100.72	0.1293	0.2009	0.0992
83146	466943	4610776	236.82	159.92	114.05	0.2615	0.0785	0.2786
83148	468877	4610792	138.86	90.75	75	0.1315	0.0538	0.0749
83152	472913	4610780	189.03	84.68	72.1	0.6628	0.7437	0.653
83153	473923	4610775	212.7	138.65	98.55	0.1744	0.2171	0.2808
83158	461943	4609807	129.74	88.96	73.54	0.1915	0.1334	0.099
83165	474957	4609791	48.04	32.76	32.6	0.4394	0.4979	0.1316
83167	456926	4608771	37.71	23.67	33.19	0.5438	0.4158	0.1809
83168	457891	4608781	242.07	125.82	98.47	0.176	0.5874	0.3034
83169	458886	4608796	128.87	87.12	69.9	0.4722	0.4357	0.3362
83172	461875	4608706	184.11	107.65	90.73	0.2084	0.1733	0.2366
83174	464870	4608745	162.14	103.3	70.22	0.1294	0.3388	0.1923
83176	466908	4608784	130.1	77.28	67.51	0.146	0.2807	0.1409
83187	457913	4606786	36.97	42.33	36.07	0.6268	0.1554	0.0968
83188	458897	4606777	546.25	363.49	323.24	0.1835	0.199	0.0609
83191	464886	4606754	190.06	141.58	114.24	0.2247	0.1208	0.1114
83193	467888	4606777	136.27	127.69	89.01	0.3008	0.3241	0.339
83197	458913	4605793	188.18	121.83	118.37	0.4166	0.5868	0.1909
83205	460949	4604783	37.67	30.82	22.27	0.2984	0.2678	0.1231
83207	456790	4603743	83.44	70.44	44.6	0.3847	0.356	0.3221
83213	375943	4594796	71.07	66.29	63.18	0.0708	0.1955	0.2126
83215	378966	4592792	79.97	89.24	118.79	0.2171	0.1145	0.0944
83216	378971	4594740	13.8	15.93	21.44	0.325	0.14	0.1444
83219	385011	4594802	25.76	27.66	24.43	0.2294	0.0954	0.2338
83220	387076	4594810	50.67	47.9	59.05	0.3285	0.2917	0.166
83221	390061	4594760	76.08	56.28	65.16	0.0512	0.0663	0.0639
83222	390898	4594776	43.52	61	63.81	0.4065	0.2215	0.0613
83226	379909	4593829	9.7	9.92	14.44	0.2483	0.2634	0.0968
83231	389865	4593871	36.47	40.39	42.51	0.24	0.0637	0.037
83233	374956	4592767	139.97	118.36	142.7	0.0739	0.0676	0.0956
83234	379939	4592780	106.95	119.3	149.61	0.2565	0.1162	0.1329
83235	385925	4592813	42.14	26.15	29.98	0.2497	0.4778	0.3714
83238	388904	4592766	15.43	21.5	22.77	0.4582	0.1929	0.1052
83239	391921	4592850	71.93	89.46	74.19	0.415	0.055	0.1369
83243	378906	4591796	106.44	96.1	185.57	0.286	0.315	0.0843
83248	393876	4591896	27.4	41.38	38.78	0.4233	0.102	0.1056
83253	383963	4590754	41.44	48.11	51.75	0.2468	0.0963	0.1304
83254	384910	4590812	116.81	101.54	142.63	0.1184	0.1407	0.1006
83255	386904	4590798	23.54	22.85	53.87	0.7209	0.7002	0.3626
83256	393897	4590826	39.02	32.54	32.58	0.1505	0.2026	0.1432
83258	375905	4589792	16.46	15.14	24.47	0.3083	0.2437	0.1778
83261	381890	4589710	108.23	118.61	154.57	0.1672	0.0409	0.0562
83262	382901	4589793	19.01	37.21	60.31	0.6551	0.3888	0.1979
83263	383953	4589817	74.82	51.8	108.31	0.2613	0.4298	0.1092
83270	381924	4588785	30.38	37.01	46.93	0.2752	0.0604	0.1408
83273	380902	4587794	75.62	61.71	92.4	0.1545	0.3881	0.13
83274	381893	4587796	68.17	59.53	89.69	0.2558	0.3157	0.1045
83275	395898	4587784	17.37	12.29	34.13	0.5728	0.6677	0.1295
83279	381005	4585770	47.16	45.14	78.89	0.4641	0.3893	0.1392
83282	373901	4584793	5.69	38.01	48.39	0.7996	0.0536	0.0842
83284	376896	4584795	134.11	139.02	184.12	0.3684	0.2294	0.1499
83285	379941	4584815	63.73	61.48	83.01	0.2896	0.2831	0.0954
83288	377894	4583780	57.59	72.94	120.11	0.4917	0.3527	0.0953
83292	379925	4582750	38.96	28	43.08	0.3665	0.4747	0.1593
83293	378906	4581796	12.92	12.44	19.67	0.4895	0.2885	0.1125
83294	383879	4581806	47.74	37.45	47.97	0.1507	0.1918	0.097
83297	383892	4580825	36.56	26.81	25.86	0.0393	0.0528	0.0947
83301	399990	4579772	46	67.94	87.72	0.6406	0.2701	0.1567
83302	381853	4578794	99.37	60.64	89.37	0.2088	0.3221	0.1362
83307	380950	4577790	102.86	75.63	85.83	0.1486	0.1659	0.1217
83309	398922	4577819	59.43	61.37	57.93	0.245	0.0772	0.0677
83314	411945	4593845	57.23	32.46	45.78	0.3292	0.5438	0.2027
83324	427978	4591806	108.37	65.57	94.74	0.0642	0.0632	0.0415
83327	426952	4590815	41.46	25.58	40.62	0.061	0.0549	0.0374
83332	418935	4589752	73.69	51.02	59.48	0.1873	0.2847	0.1632
83334	424906	4589796	28.31	26.74	24.08	0.1903	0.1116	0.0627
83338	407995	4588568	66.68	70.97	54.8	0.333	0.2027	0.2531
83341	410912	4588835	99.12	77.85	60.66	0.343	0.4737	0.4171
83343	412965	4588821	42.14	28.46	25.65	0.1865	0.3406	0.1822
83345	418948	4588833	88.62	73.64	61.19	0.1595	0.0783	0.1509
83348	421950	4588825	83.82	67.94	67.93	0.0801	0.0664	0.0417
83350	424970	4588799	118.33	88.99	82.57	0.1	0.1606	0.0699
83354	406997	4587781	73.63	137.82	111.73	0.5918	0.0625	0.2182
83357	410941	4587837	134.06	164.15	170	0.519	0.2008	0.1361
83358	413967	4587768	201.12	158.04	172.46	0.4876	0.4515	0.292
83360	418942	4587774	69.23	65.07	63.84	0.2627	0.1042	0.0809
83361	419943	4587758	59.65	56.32	46.66	0.1988	0.1503	0.0712
83366	424888	4587818	130.2	97.85	82.99	0.1032	0.1234	0.0679
83371	406964	4586897	135.7	138.75	155.56	0.5284	0.3498	0.2829
83372	414971	4586804	123.57	180.45	101.32	0.606	0.1885	0.4767
83377	422926	4586815	94.47	85.66	82.88	0.2841	0.0561	0.0926
83380	401893	4585764	49.65	64.45	71.45	0.6158	0.4099	0.256
83383	405938	4585869	66.81	87.35	111.44	0.5927	0.4561	0.2222
83384	407908	4585822	97.97	116.59	106.27	0.2751	0.7116	0.0941
83388	423903	4585822	137.58	106.12	116.82	0.2171	0.1109	0.1362
83391	401898	4584793	31.77	40.21	40.36	0.5385	0.2659	0.2602
83398	421974	4584836	221.01	147.15	136.94	0.259	0.3167	0.2127
83399	422924	4584794	103.95	81.68	84.64	0.1335	0.0855	0.0502
83400	423924	4584775	54.55	59.37	99.79	0.6565	0.4745	0.0985
83402	402950	4583791	53.24	47.36	44.47	0.2052	0.1547	0.1526
83406	407907	4583791	41.88	46.87	65.72	0.5109	0.7642	0.0911
83407	409999	4583809	107.48	113.82	85.42	0.4888	0.1319	0.4146
83413	407903	4582796	37.51	25.43	35.52	0.3577	0.3984	0.1992
83415	412943	4582783	91.55	82.21	93.15	0.444	0.7821	0.1119
83418	403940	4581858	15.99	18.28	22.81	0.4362	0.2209	0.1327
83423	412034	4581795	86.56	82.32	85.57	0.2633	0.1722	0.0521
83425	413955	4581853	89.53	81.2	70.11	0.1931	0.1447	0.086
83426	414964	4581866	88.98	61.42	59.95	0.0767	0.1582	0.0561
83429	409938	4580753	122.52	125.04	155.74	0.3793	0.6984	0.0653
83431	413909	4580815	19.3	14.94	15.21	0.1045	0.0949	0.0536
83434	401868	4579751	6.79	8.17	8.64	0.5509	0.3603	0.3212
83437	409914	4579847	19.29	23.07	27.72	0.6669	0.3254	0.3371
83438	411979	4579861	81.28	57.94	51.91	0.4936	0.8139	0.5477
83444	404888	4578826	62.64	77.67	76.96	0.6244	0.3228	0.3259
83448	413921	4578814	131.57	186.66	157.12	0.4268	0.0873	0.0577
83449	415944	4578825	116.21	82.39	96.68	0.2132	0.1527	0.0666
83454	407870	4577748	128.89	107.67	128.24	0.2659	0.2781	0.1242
83455	409913	4577800	84.11	69.98	90.35	0.3844	0.4356	0.1591
83457	411908	4577799	148.21	153.28	147.67	0.2621	0.0979	0.0555
83460	402829	4576808	37.82	48.61	66.59	0.6255	0.3521	0.175
83461	403894	4576816	22.43	31.33	31.95	0.6495	0.4358	0.2594
83466	435906	4593742	7.6	27.36	38.86	0.8384	0.4312	0.169
83468	437916	4593740	36.58	46.05	76.98	0.74	0.5625	0.1661
83469	438808	4593775	21.79	20.69	21.33	0.8225	0.7933	0.7315
83471	433921	4592786	22.76	12.38	20.21	0.4859	0.3641	0.3755
83475	428912	4590806	39.04	18.42	23.45	0.0563	0.0624	0.1351
83477	428897	4589802	137.26	65.58	91.95	0.0557	0.0743	0.0603
83478	429919	4589744	69.19	36.06	56.36	0.2336	0.1371	0.1482
83486	397827	4574770	124.04	12.02	84.85	0.1456	0.7974	0.2601
83490	395887	4573853	43.98	21.28	32.41	0.188	0.814	0.1927
83508	397876	4570766	102.46	85.77	92.88	0.4317	0.3482	0.3104
83510	387886	4569776	63.63	49.36	67.51	0.3115	0.4803	0.143
83517	389877	4568787	106.12	80.22	46.69	0.0978	0.2136	0.4194
83523	384934	4565738	54.81	45.21	51.48	0.123	0.1997	0.0817
83530	404892	4575829	11.2	16.21	19.64	0.6358	0.4501	0.1773
83531	405903	4575818	72.28	57.01	62.64	0.3878	0.7976	0.2968
83532	406908	4575849	77.01	75.34	74.3	0.5202	0.7842	0.3729
83533	407910	4575765	54.63	49.99	60.9	0.4519	0.7421	0.1852
83534	410979	4575812	29.08	25.65	21	0.193	0.1673	0.1686
83544	412926	4574800	103.82	80.63	84.84	0.1356	0.1003	0.0807
83545	413961	4574771	18.54	26.32	28.96	0.7429	0.6415	0.4151
83546	401897	4573774	28.73	37.64	40.66	0.5783	0.4896	0.2235
83549	406936	4573806	96.03	58.17	108.9	0.4955	0.5943	0.2938
83552	400883	4572817	38.91	23.95	27.91	0.3424	0.553	0.4201
83556	414964	4572804	27.21	28.98	21.95	0.3305	0.1577	0.1049
83561	401948	4570822	51.44	21.75	69.59	0.5193	0.7305	0.1215
83572	403929	4568809	94.05	72.33	74.96	0.1329	0.1894	0.0771
83575	401887	4567756	77.06	61.41	84.94	0.4243	0.3927	0.1784
83576	403880	4567859	71.54	43.55	70.79	0.3443	0.5958	0.0803
83581	393897	4650793	44.49	30.99	48.09	0.5145	0.4776	0.3332
170003	399860	4702864	17.29	41.21	41.21	0.8723	0.785	0.855
170004	400900	4702825	25.47	21.37	41.79	0.4313	0.4551	0.4821
170005	396899	4701818	397.23	303.19	575.68	0.4878	0.6378	0.6178
170009	401910	4701847	12.38	10.92	20.48	0.5283	0.518	0.5522
170010	397900	4700882	153.42	138.94	262.38	0.517	0.4881	0.4725
170011	401924	4700792	3.31	17	39.67	0.8676	0.4989	0.4646
170016	398832	4698752	73.47	50.71	105.94	0.4865	0.5841	0.5421
170017	403021	4702819	292	310.14	415.85	0.5511	0.5653	0.5714
170022	405985	4701602	138.18	124.99	195.87	0.3744	0.3653	0.3392
170026	413913	4693787	56.16	67.14	96.26	0.698	0.4247	0.3242
170028	413894	4692825	87.24	69.4	83.23	0.4319	0.3212	0.2959
170034	415941	4690750	112.54	96.63	143.05	0.6716	0.5176	0.4727
170037	412897	4689759	117.44	101.01	141.18	0.5288	0.3098	0.2813
170040	415972	4689777	149.9	161.36	204.62	0.6603	0.3745	0.4303
170046	412883	4688748	317.02	220.28	307.86	0.1965	0.0819	0.0809
170047	414889	4688774	153.89	120.1	132.19	0.5771	0.452	0.5641
170050	417927	4688771	417.17	282.58	349.63	0.1812	0.179	0.3103
170053	409916	4687818	190.77	156.35	239.07	0.6235	0.5182	0.5019
170057	414901	4687731	244.07	176.05	220.52	0.4849	0.3962	0.4597
170058	416908	4687837	202.75	156.53	206.75	0.5906	0.527	0.4955
170059	418908	4687759	128.77	65.75	92.77	0.3399	0.5058	0.5211
170061	425909	4687764	522.83	197.35	383.37	0.6783	0.7678	0.6943
170063	428978	4687765	237.94	246.25	452.34	0.7065	0.3712	0.2207
170065	441895	4695801	734.73	589.41	859.29	0.3326	0.5027	0.2826
170068	441888	4694775	83.53	76.38	103.94	0.4585	0.4171	0.3551
170070	443927	4694797	1167.85	1186.8	1585.69	0.5575	0.5225	0.3843
170075	444870	4693809	280.04	215.55	187.11	0.4621	0.4581	0.6582
170080	433988	4691745	130.29	137.88	202.23	0.6859	0.5758	0.5595
170082	443890	4691812	341.67	368.19	611.69	0.7028	0.5928	0.426
170083	447894	4691801	59.94	216.35	360.35	0.8778	0.579	0.4336
170085	440930	4690740	155.22	158.44	204.4	0.4928	0.3805	0.3469
170086	450975	4690762	511.85	324.78	332.94	0.2241	0.2007	0.4116
170088	439950	4689825	159.2	183.48	458.68	0.7856	0.6744	0.4258
170090	441870	4689812	679.75	546.87	835.91	0.4063	0.25	0.2588
170092	453982	4689852	18.06	39.57	52.53	0.8762	0.5566	0.6221
170095	441916	4688672	149.94	116.17	132.35	0.0393	0.118	0.2781
170096	447944	4688844	128.7	167.7	157.1	0.7553	0.4511	0.5932
170100	442955	4687828	309.72	257.67	272.17	0.5673	0.3526	0.5769
170101	446890	4687784	460.73	169.9	478.7	0.3758	0.6977	0.0802
170102	450888	4687789	241.51	152.65	185.38	0.3428	0.2935	0.3071
170103	453908	4687827	586.18	422.13	501.01	0.2335	0.2289	0.1288
170106	478936	4695759	431.36	219.46	235.82	0.1397	0.1192	0.0844
170108	482922	4695776	412.64	215.78	246.29	0.2034	0.165	0.1034
170113	478901	4694767	294	166.3	183.82	0.2584	0.1115	0.195
170119	474872	4693815	309.24	180.81	208	0.1524	0.119	0.0646
170120	475877	4693783	361	206.62	212.59	0.3931	0.2087	0.3807
170121	477936	4693796	282.3	249.62	231.56	0.5644	0.1387	0.3038
170125	481862	4693823	170.52	110.11	101.65	0.5264	0.4806	0.4832
170130	476834	4692779	275.23	120.92	106.5	0.0942	0.3346	0.4233
170131	477914	4692852	186.49	116.61	125.31	0.2077	0.1082	0.1073
170133	481903	4692818	142.5	98.17	81.64	0.2366	0.1605	0.2991
170137	472882	4691736	403.71	214.04	257.23	0.3548	0.3224	0.2519
170139	474939	4691798	112.21	65.98	24.31	0.4963	0.5338	0.7582
170140	475926	4691800	107.29	76.89	94.74	0.4592	0.2385	0.1117
170141	476942	4691664	175.67	104.55	100.5	0.322	0.3726	0.3335
170143	478914	4691789	233.01	152.96	165.06	0.3007	0.2649	0.1393
170146	481890	4691819	139.5	75.37	79.24	0.0817	0.2623	0.1362
170147	482905	4691797	80.97	54.38	54.57	0.0732	0.0814	0.0687
170149	473879	4690776	384.49	211.58	241.29	0.2789	0.0728	0.2379
170150	474980	4690774	337.84	181.93	210.77	0.4283	0.3107	0.3158
170152	476924	4690797	340.28	153.25	180.42	0.112	0.3109	0.2396
170155	479851	4690778	239.56	153.32	168.38	0.3091	0.1937	0.1761
170157	483937	4690780	97.66	65.64	52.49	0.2182	0.152	0.4578
170158	473940	4689800	321.01	181.36	216.95	0.3028	0.1146	0.1281
170161	477947	4689792	230.75	144.46	150.88	0.4196	0.3174	0.3226
170162	478908	4689773	182.04	70.68	76.32	0.1052	0.436	0.3525
170164	480910	4689757	292.26	173.27	197.86	0.3017	0.2942	0.2652
170165	481917	4689747	44.49	25.65	18.6	0.2974	0.31	0.5565
170166	482884	4689793	62.2	141.94	146.64	0.7368	0.1322	0.1408
170168	465905	4688846	321.14	167.52	245.86	0.4653	0.2522	0.2321
170169	466875	4688590	234.63	155.68	268.38	0.509	0.3812	0.1065
170172	479903	4688768	292.36	154.57	186.43	0.0915	0.3197	0.0943
170177	463850	4687792	173.06	137.77	175.4	0.772	0.3831	0.6
170178	464852	4687795	336.63	177.34	239.64	0.427	0.2389	0.2781
170180	467919	4687796	229.52	107.48	138.23	0.1643	0.2741	0.3349
170181	468890	4687779	417.45	214.43	310.85	0.2204	0.3468	0.1486
170185	474968	4687784	554.87	323.25	350.85	0.1624	0.0756	0.174
170188	477878	4687768	536.93	314.77	336.03	0.3945	0.206	0.3075
170191	480904	4687790	356.33	227.34	250.92	0.3528	0.0816	0.191
170192	481900	4687797	78.11	37.22	65.57	0.2046	0.5639	0.077
170194	494969	4701782	181.6	125.26	123.87	0.6165	0.4805	0.4426
170197	499913	4701785	261.51	225.04	244.68	0.627	0.4717	0.3105
170198	493888	4700843	155.85	122.29	122.19	0.5943	0.3329	0.2408
170199	494938	4700781	244.87	172.51	161.05	0.3712	0.4351	0.3003
170202	498902	4700784	227.19	156.59	185.84	0.4465	0.4885	0.3158
170206	486920	4699815	297.81	199.43	190.11	0.1842	0.1394	0.2317
170208	488878	4699834	103.5	80.65	57.14	0.521	0.4987	0.575
170209	489905	4699796	232.65	118.32	157.11	0.6212	0.6459	0.5838
170213	493944	4699752	471.98	366.37	350.32	0.53	0.3915	0.3062
170215	496885	4699711	239.35	182.95	180.92	0.1653	0.1456	0.1022
170218	499882	4699796	557.95	453.17	432.57	0.1787	0.2463	0.1708
170219	500884	4699772	159.05	175.69	174.62	0.3391	0.328	0.1191
170222	486913	4698773	115.07	94.27	78.01	0.566	0.4235	0.521
170223	489899	4698848	56.06	124.16	60.61	0.7877	0.2838	0.6749
170224	491956	4698790	57.77	92.86	101.58	0.797	0.2428	0.3618
170227	496938	4698800	16.48	10	13.17	0.1376	0.4222	0.1784
170228	498922	4698821	332.07	290.29	266.93	0.1188	0.1038	0.0671
170231	502923	4698752	45.52	56.21	94.79	0.6434	0.6299	0.238
170233	485846	4697785	530.99	368.1	394.68	0.2683	0.1895	0.162
170235	487902	4697794	139.01	93.71	59.18	0.0953	0.2666	0.4625
170238	492008	4697753	119.81	164.9	106.38	0.7283	0.2442	0.6051
170239	492897	4697768	134.08	220.96	274.99	0.7863	0.4131	0.3634
170240	493887	4697786	119.02	136.3	119.82	0.5341	0.3221	0.3818
170242	495918	4697747	17.63	5.96	10.61	0.6817	0.8426	0.7304
170246	501905	4697756	60.93	71.35	71.58	0.423	0.3239	0.2553
170250	490872	4696758	62.45	62.49	18.3	0.5218	0.2844	0.7308
170251	491902	4696807	53.49	73.48	51.45	0.7545	0.2072	0.6176
170253	494912	4696790	48.31	107.81	100.21	0.7037	0.2541	0.1853
170256	498893	4696752	110.23	106.58	77.88	0.6097	0.4554	0.5358
170257	499907	4696785	144.41	257.86	237.84	0.7311	0.492	0.396
170258	501949	4696765	5.95	17.89	27.24	0.8026	0.5461	0.2348
170259	509919	4696760	226.18	266.16	236.29	0.5841	0.38	0.4538
170260	510947	4696756	27.32	123.17	120.37	0.832	0.4216	0.3414
170265	488847	4695791	103.79	81.69	12.99	0.2388	0.2563	0.807
170266	489889	4695856	45.34	42.28	32.87	0.461	0.3384	0.4445
170267	490911	4695751	62.37	34.78	34.33	0.4748	0.6031	0.5928
170270	495917	4695821	34.23	36.03	25.09	0.6476	0.5176	0.5983
170273	486872	4694772	169.37	110.35	95.7	0.1574	0.4246	0.3522
170276	485882	4693744	59.9	44.79	37.96	0.1686	0.1776	0.2935
170277	486874	4693800	52.52	44.69	22.17	0.2933	0.2757	0.5801
170278	490896	4693771	54.45	60.1	30.28	0.4976	0.3069	0.6046
170280	505906	4693774	109.2	145.46	86.56	0.5668	0.418	0.6142
170281	507912	4693782	28.48	107.38	154.25	0.8767	0.4723	0.4065
170286	488867	4692789	62.06	56.7	30.53	0.4319	0.3053	0.5911
170288	491899	4692787	16.89	17.83	11.79	0.4757	0.3096	0.4813
170292	485855	4691763	251.48	185.98	188.29	0.1238	0.1678	0.1519
170294	487871	4691805	51.14	48.72	22.7	0.5255	0.3353	0.6605
170298	484911	4690784	34.75	28.74	23.77	0.4881	0.4487	0.4696
170299	491867	4690784	47.87	47	35.39	0.4028	0.2203	0.4232
170306	488916	4689737	12.64	18.37	11.96	0.7289	0.5089	0.6384
170308	490926	4689784	6.25	9.86	5.38	0.7662	0.5699	0.6926
170314	487904	4688762	38.78	40.8	30.92	0.7259	0.6251	0.66
170315	488853	4688734	32.74	26.54	14.88	0.539	0.5325	0.6475
170316	486927	4687772	107.03	76.73	62.87	0.1476	0.1881	0.3531
170322	405860	4686807	160.58	201.54	382.51	0.7556	0.5119	0.3781
170324	411928	4686847	123.97	88.44	119.39	0.6288	0.5737	0.5873
170325	413908	4686756	318.52	251.11	442.72	0.6149	0.4962	0.3769
170327	417909	4686797	136.73	117.37	143.2	0.5775	0.3403	0.4189
170331	425927	4686706	179.25	152.35	156.51	0.5786	0.3194	0.5361
170334	428907	4686796	265.61	169.5	261.44	0.457	0.4037	0.3392
170339	421951	4685813	270.39	221.07	270.12	0.4402	0.2523	0.3224
170342	424948	4685770	199.6	165.71	232.39	0.3971	0.3428	0.0594
170343	426957	4685806	358.33	271.34	359.17	0.4366	0.2794	0.1376
170344	420873	4684754	301.82	230.45	333.27	0.5477	0.4464	0.4289
170346	422906	4684796	101.04	121.81	196.33	0.7343	0.436	0.3735
170349	426923	4684790	394.11	266.85	405.99	0.5072	0.3492	0.3078
170354	425903	4683767	116.83	80.36	138.21	0.5519	0.5019	0.2486
170358	427910	4682712	172.7	135.77	159.1	0.5772	0.3989	0.4426
170362	421906	4680797	541.28	368.53	494.36	0.2161	0.1865	0.2167
170365	421897	4679797	9.92	11.83	16.22	0.6638	0.3352	0.2158
170366	422906	4679746	331.35	283.35	405.37	0.6135	0.4131	0.1517
170367	423901	4679791	145.25	165.21	168.99	0.4974	0.048	0.1721
170368	424871	4679776	177.31	130.99	184.43	0.5009	0.3657	0.198
170372	420897	4678817	108.81	156.67	186.09	0.7212	0.4337	0.4393
170373	421886	4678786	116.03	124.25	182.8	0.7057	0.4098	0.4151
170376	424901	4678721	233.11	204.5	266.43	0.5361	0.308	0.1568
170379	427818	4678657	325.81	222.55	273.39	0.5276	0.3618	0.3725
170385	427926	4677807	366.12	240.97	303.75	0.2482	0.0672	0.1029
170387	419898	4676766	233.96	165.06	218.41	0.3026	0.1952	0.1361
170390	422900	4676806	147.09	132.94	165.47	0.4637	0.2963	0.1411
170395	427903	4676771	98.81	185.69	229.23	0.7583	0.1994	0.1105
170398	420943	4675788	74.63	87.29	126.82	0.8243	0.6862	0.6518
170399	421891	4675791	154.91	125.58	120.9	0.3576	0.3218	0.3782
170402	425921	4675801	128.8	120.49	125.32	0.5115	0.1984	0.2621
170405	419901	4674726	168.77	97.12	151.65	0.4503	0.4758	0.3676
170406	420972	4674782	362.05	261.49	426.39	0.689	0.4438	0.5321
170408	422871	4674725	187.01	138.21	233.31	0.5759	0.5932	0.3571
170410	424893	4674789	130.82	131.57	164.08	0.6451	0.3581	0.3305
170413	427933	4674763	121.79	83.63	91.48	0.6011	0.4925	0.542
170414	428986	4674746	87.85	154.93	153.65	0.7299	0.2152	0.2647
170418	424863	4673827	256.45	244.97	281.05	0.5872	0.3389	0.3405
