plot	X	Y	ErosIFN2	ErosIFN3	ErosIFN4
82726	408875	4612791	19.05843316	30.37670416	55.6925488
82728	410906	4612796	113.0364277	129.2990351	160.331687
82732	414874	4612773	28.5121546	26.16831991	30.08017915
82735	417954	4612814	179.4120278	161.7808957	216.1054506
82736	418938	4612815	95.26703391	79.24921198	85.02556812
82737	420004	4612838	96.54660609	99.33894578	91.19635644
82740	422984	4612870	31.87721895	38.0962149	47.75159536
82744	426961	4612884	83.49062651	119.8230327	121.1825267
82745	427948	4612824	83.48115104	81.7518552	71.50981598
82746	402884	4611783	44.58095907	86.09728646	104.771928
82748	406885	4611776	10.86270161	45.39887472	81.71304356
82752	410934	4611819	79.03551804	122.2160847	117.451763
82756	415898	4611823	80.60597159	56.88693378	45.09763287
82759	418890	4611806	236.7320837	192.2679593	188.0984971
82760	419898	4611818	40.51563666	37.13892779	37.11514395
82763	422951	4611817	63.25897563	51.64725149	54.17067782
82765	424911	4611882	112.918507	91.12874146	90.06757602
82769	402875	4610797	74.8994002	100.5457338	91.08972982
82774	412923	4610808	194.1664063	182.184159	195.5706328
82776	414875	4610812	239.4923786	190.1293287	217.9202471
82779	419914	4610797	128.8167325	105.9837874	110.9727566
82783	423934	4610765	127.2969525	91.00023714	89.59391783
82784	424906	4610796	90.75133366	93.26676471	96.39537033
82788	402927	4609711	12.28936739	79.75321203	85.98933802
82790	407901	4609817	17.3606673	71.37441492	82.47523014
82794	411908	4609801	132.3585974	147.5627738	151.8406931
82795	413839	4609717	351.0228326	260.0980249	289.7355417
82797	415892	4609829	57.65135882	65.02646655	90.54324528
82798	416918	4609799	22.06794342	23.25384557	26.56140003
82803	421965	4609752	111.3311412	124.2582809	114.3901322
82804	423919	4609805	30.30532974	29.23389015	25.96631781
82806	425933	4609855	29.35391993	35.21212171	31.45111968
82809	401855	4608744	91.08419684	129.4785994	133.23881
82811	409941	4608831	17.24706687	23.90603264	23.23191301
82812	410922	4608815	43.27709704	80.7639534	76.62240349
82815	413811	4608769	59.997428	43.11483261	49.57906617
82817	415955	4608801	17.92990139	39.10279173	39.93055303
82819	418958	4608817	99.80375644	77.35485806	78.56111608
82822	422970	4608839	159.0789318	175.354969	150.5304266
82825	401840	4607800	63.61969458	147.0559997	114.766012
82829	411939	4607800	30.45487167	35.11564423	40.04150909
82830	412940	4607794	19.81551265	24.59747626	26.33662466
82831	413861	4607830	19.11864636	108.8706038	108.7517803
82832	414904	4607834	15.03395712	86.01844758	86.1422099
82834	418885	4607820	167.1049529	114.4888766	136.2985559
82838	401867	4606797	81.59624672	280.5571088	302.9733977
82840	410963	4606852	186.725218	189.4104127	186.4891936
82843	414920	4606808	118.1927546	100.0531686	107.9621438
82848	421949	4606809	23.81994752	19.80181205	17.98768129
82852	402855	4605800	125.2381615	277.0716595	151.2214324
82858	413889	4605850	143.6949722	103.1433297	115.9060238
82859	414883	4605839	38.74800323	40.15382717	43.59667847
82862	417961	4605737	111.3509287	59.76692233	84.59096482
82865	422890	4605810	45.35636503	81.61984069	76.45480308
82870	404003	4604783	86.09100842	208.2845737	156.5386842
82871	405863	4604848	61.60108173	57.52880817	64.86922612
82873	407962	4604759	6.587804824	8.812876027	8.272650399
82874	410880	4604793	83.52306395	93.0875252	71.87305053
82876	412937	4604812	73.73586898	87.90615654	86.1477885
82878	414872	4604801	115.5670931	86.40510836	91.66009904
82880	420912	4604799	25.87596382	22.39611607	20.88004104
82883	425969	4604824	11.48409692	10.03523046	7.874511669
82885	427967	4604838	21.02724663	15.57931305	15.30645254
82889	404890	4603903	14.14239726	98.32575113	111.6023459
82890	406020	4603952	49.36477538	83.18966453	158.8730813
82891	406945	4603980	247.5537909	204.8541428	240.2357029
82892	407925	4603809	25.59690523	128.9397366	113.1066014
82895	410860	4603763	45.34063746	66.16786552	63.01421517
82897	412928	4603805	85.8306238	63.11211697	125.3747079
82902	422970	4603868	83.23062747	79.03284189	11.32426095
82906	427945	4603806	75.0730304	53.37116108	51.28882822
82907	403964	4602842	101.3228479	95.30405887	60.34197264
82908	405855	4602828	174.2401561	153.9120091	119.2951488
82910	407987	4602804	157.7616475	160.3753641	141.2547729
82913	410906	4602797	168.7551981	183.6698584	179.5548702
82914	411934	4602797	23.86498631	21.39880994	22.37156899
82916	413941	4602777	12.46666052	17.69514814	20.57302065
82918	421884	4602836	2.889579091	8.223661541	36.92395805
82923	405968	4601759	16.56665092	23.37974117	25.30200179
82925	408873	4601770	34.70572051	59.31884118	59.6050639
82928	421925	4601772	8.125206415	7.884402453	8.301675486
82930	410895	4600742	45.05606829	63.02729904	60.42179825
82933	401906	4599796	27.38858025	56.1835019	48.14967671
82936	412900	4599804	73.61021956	87.30509658	65.60870134
82938	414936	4599765	23.55343866	29.47765158	35.44454453
82940	401883	4598735	32.82879485	38.92947666	36.76790174
82941	409905	4598804	38.81253237	66.01140548	73.95856471
82945	416952	4598799	18.783584	18.12696093	21.40173801
82948	417930	4597769	28.26167119	47.57097154	44.97429717
82951	411916	4596785	50.42499334	26.03235384	52.38440626
82956	420923	4596787	37.33801936	40.82705745	37.03096849
82959	415898	4595838	7.458831062	8.33378194	7.552313636
82960	420955	4595765	45.41262635	62.85422095	63.48436401
82964	433942	4612826	56.36801667	42.30332566	44.5701254
82965	434964	4612851	54.62798874	39.74826117	24.00515785
82970	445854	4612901	100.3065811	74.57539085	68.7719226
82972	439860	4611805	73.20525285	52.08219955	31.1688126
82974	448897	4611886	13.47007561	10.46211701	8.959733316
82977	428967	4610832	222.9022388	170.3734398	149.7421698
82978	430895	4610817	129.7450077	81.32764956	77.23321293
82982	439877	4610803	22.95767033	38.29999634	34.48348653
82983	443903	4610787	41.41676279	35.80461	26.11668534
82984	453925	4610764	77.69715725	56.2676556	45.24298104
82987	433909	4609826	126.884886	80.23976124	65.95208967
82991	455900	4609781	71.02633204	51.31873082	28.93514863
82996	450920	4608790	185.5969204	129.8416034	115.8491309
82997	451919	4608790	178.9511064	89.47326776	116.2656015
83001	455966	4608858	121.3855046	75.19761952	78.82115527
83005	447932	4607769	135.9466447	78.36285433	73.23750928
83010	453889	4607820	9.726171647	6.456940906	5.90538813
83012	432893	4606794	101.1868671	83.02972819	68.20077924
83013	433921	4606826	44.72444536	33.49956729	25.8801795
83015	446912	4606788	43.93989095	30.47060351	24.90573759
83018	449898	4606867	90.8371918	51.35783973	64.03060347
83025	446867	4605840	80.45789306	59.2669863	36.57578112
83028	449854	4605748	7.762991478	25.03305621	31.08513518
83029	450896	4605752	62.84030464	68.24850552	76.90848871
83030	452936	4605856	149.0806297	54.35665755	96.58385331
83032	455925	4605772	84.84192829	99.20857494	98.74111514
83033	455939	4606759	73.09984915	61.52289728	60.26417942
83036	448946	4604791	19.64548729	13.27383641	14.48622944
83046	450862	4603796	200.3492836	103.1105748	137.8158609
83049	453866	4603713	44.83835456	30.81627396	36.82274737
83051	432877	4602801	23.74289573	15.77745158	14.73956502
83053	443898	4602796	401.4786043	214.2298713	163.8987432
83054	444941	4602825	59.10089561	53.84543453	57.30418564
83056	446887	4602797	70.31068478	89.05018635	91.70445415
83057	448886	4602807	71.50505982	79.49212869	72.3597305
83059	451924	4602804	134.3301189	78.07205568	99.07658561
83062	442876	4601838	105.3406597	102.1551941	77.16762939
83063	443921	4601823	150.8414635	110.9155124	85.33045073
83064	446876	4601900	55.38140931	126.5465173	118.6110934
83066	443863	4600839	96.01607098	70.96885403	68.14529998
83070	441879	4599787	162.4825331	129.4024291	119.6210811
83072	445856	4599706	77.63120754	72.86220893	53.19712334
83073	446873	4599726	94.36060501	71.66349398	60.11058617
83075	448879	4599785	108.3727543	90.07908104	78.67364226
83079	442875	4598781	92.47397248	81.85894827	79.74425326
83081	444860	4598782	124.4978569	82.67672622	93.21246853
83086	444897	4597792	63.83117391	46.37798392	48.44720626
83091	438855	4596752	240.7299383	164.8559596	155.2048951
83096	444895	4596811	202.484986	133.221057	170.4234527
83097	437829	4595796	105.5002209	70.41615004	61.34027929
83098	438822	4595805	219.8598635	144.8232045	133.0944944
83100	443926	4595815	46.72343902	33.50834922	36.62660929
83103	437800	4594688	248.2438806	124.4987957	152.1324133
83107	457895	4612806	9.376977004	6.802613417	5.759659343
83108	458805	4612741	29.14289184	19.07274532	10.77800124
83112	462874	4612768	218.4132702	134.5722432	95.39703719
83113	463862	4612843	323.472993	184.1342564	181.9128618
83115	465852	4612776	158.9563378	364.6986634	308.5487936
83116	466824	4612850	330.0630758	327.8627832	311.6409062
83118	469891	4612757	372.5202232	234.2973738	241.8885018
83120	471902	4612825	190.6255661	75.89652882	59.16405661
83128	459951	4611788	153.099448	94.85275419	55.65162772
83132	465948	4611734	508.971884	331.5909828	290.4751281
83136	470930	4611771	237.5252264	162.578428	147.4458365
83138	472898	4611779	263.6721094	163.4387502	142.682015
83141	456885	4610778	143.7143566	91.66511994	87.76060627
83142	460914	4610753	30.58642031	56.97388949	60.39136049
83145	465924	4610894	198.130551	122.5418794	100.7232545
83146	466943	4610776	236.8237743	159.92225	114.0452384
83148	468877	4610792	138.8572193	90.75482549	74.99681457
83152	472913	4610780	189.0271764	84.67995884	72.10450714
83153	473923	4610775	212.704231	138.6515389	98.54544732
83158	461943	4609807	129.7442814	88.95504076	73.54131351
83165	474957	4609791	48.04490439	32.76072118	32.60431493
83167	456926	4608771	37.71149868	23.67239893	33.18798206
83168	457891	4608781	242.0656589	125.8175808	98.47385716
83169	458886	4608796	128.8726551	87.11830151	69.90100685
83172	461875	4608706	184.1134904	107.6459118	90.72716194
83174	464870	4608745	162.1350109	103.29861	70.22318619
83176	466908	4608784	130.1033668	77.27799954	67.51179443
83187	457913	4606786	36.96599157	42.33455149	36.07412829
83188	458897	4606777	546.2479381	363.4942477	323.2426466
83191	464886	4606754	190.0581741	141.5846901	114.2441202
83193	467888	4606777	136.2747629	127.6867229	89.00504291
83197	458913	4605793	188.1781918	121.8274308	118.369369
83205	460949	4604783	37.66876396	30.81911041	22.27304216
83207	456790	4603743	83.44314394	70.44310099	44.60189044
83213	375943	4594796	71.06733707	66.29384665	63.18298076
83215	378966	4592792	79.97296841	89.24040578	118.7874307
83216	378971	4594740	13.8004294	15.92503668	21.43764981
83219	385011	4594802	25.76409316	27.66314915	24.43322181
83220	387076	4594810	50.66690667	47.90101544	59.04563419
83221	390061	4594760	76.08450765	56.27574579	65.16477169
83222	390898	4594776	43.52485738	60.99793753	63.81104695
83226	379909	4593829	9.700557759	9.922252108	14.4382735
83231	389865	4593871	36.46897395	40.3924074	42.50622194
83233	374956	4592767	139.96839	118.3562116	142.6957513
83234	379939	4592780	106.9512469	119.301255	149.6131117
83235	385925	4592813	42.13526394	26.14823753	29.98473253
83238	388904	4592766	15.43429855	21.49808707	22.77016999
83239	391921	4592850	71.92844088	89.46087518	74.19376175
83243	378906	4591796	106.4394972	96.10329678	185.5706325
83248	393876	4591896	27.40270754	41.37978506	38.7763098
83253	383963	4590754	41.44081186	48.10732611	51.75372507
83254	384910	4590812	116.8086523	101.5412292	142.6270967
83255	386904	4590798	23.53772236	22.84900432	53.87149634
83256	393897	4590826	39.02129536	32.53936966	32.57691225
83258	375905	4589792	16.46348167	15.14156187	24.46706171
83261	381890	4589710	108.2338069	118.6134224	154.5729559
83262	382901	4589793	19.00568752	37.21002583	60.3079628
83263	383953	4589817	74.82058561	51.79814039	108.3137041
83270	381924	4588785	30.37653913	37.0069554	46.9331149
83273	380902	4587794	75.6195571	61.71151788	92.40334273
83274	381893	4587796	68.17370317	59.53087873	89.69348133
83275	395898	4587784	17.37416103	12.28808615	34.13019688
83279	381005	4585770	47.15674421	45.14233009	78.88805199
83282	373901	4584793	5.689518419	38.01265664	48.38685582
83284	376896	4584795	134.1085975	139.0201902	184.1189296
83285	379941	4584815	63.72907434	61.48324033	83.0123378
83288	377894	4583780	57.59006721	72.93551262	120.1067112
83292	379925	4582750	38.96119691	27.99961102	43.07761514
83293	378906	4581796	12.91649708	12.43540509	19.67082851
83294	383879	4581806	47.73847364	37.45485904	47.97255825
83297	383892	4580825	36.56143553	26.80725211	25.85866119
83301	399990	4579772	46.00101071	67.93891256	87.71611513
83302	381853	4578794	99.36868894	60.63776308	89.37240103
83307	380950	4577790	102.8627588	75.62702184	85.83170193
83309	398922	4577819	59.429205	61.37029695	57.92706766
83314	411945	4593845	57.22903323	32.45578913	45.78361861
83324	427978	4591806	108.3678358	65.56833389	94.74338474
83327	426952	4590815	41.46019644	25.57643473	40.61706738
83332	418935	4589752	73.68518947	51.02016236	59.47789488
83334	424906	4589796	28.30500911	26.73876336	24.08180992
83338	407995	4588568	66.68095269	70.9708718	54.79730554
83341	410912	4588835	99.12485395	77.84653885	60.65749892
83343	412965	4588821	42.14101102	28.46150068	25.65198097
83345	418948	4588833	88.61608181	73.63797579	61.18869187
83348	421950	4588825	83.8189896	67.94030003	67.92714347
83350	424970	4588799	118.325319	88.99432011	82.56535907
83354	406997	4587781	73.62977002	137.8213924	111.7256985
83357	410941	4587837	134.0628878	164.1521211	170.0007619
83358	413967	4587768	201.1239447	158.0405563	172.4642846
83360	418942	4587774	69.22550179	65.07128137	63.83503992
83361	419943	4587758	59.6517949	56.316979	46.65958702
83366	424888	4587818	130.1982054	97.85436321	82.99162112
83371	406964	4586897	135.7048548	138.7542482	155.5623156
83372	414971	4586804	123.5698555	180.4534319	101.3218196
83377	422926	4586815	94.47403284	85.65518101	82.87931325
83380	401893	4585764	49.64515484	64.45200472	71.45297644
83383	405938	4585869	66.81017178	87.35332245	111.4421673
83384	407908	4585822	97.97481968	116.5892056	106.269239
83388	423903	4585822	137.5759214	106.121804	116.8204336
83391	401898	4584793	31.77100464	40.20710943	40.36456011
83398	421974	4584836	221.0128945	147.1469067	136.9444889
83399	422924	4584794	103.9546006	81.68364831	84.63666138
83400	423924	4584775	54.54990763	59.36908581	99.78876301
83402	402950	4583791	53.23702698	47.35621139	44.47475233
83406	407907	4583791	41.88128039	46.87489359	65.71613412
83407	409999	4583809	107.4822385	113.8201178	85.41723269
83413	407903	4582796	37.50654791	25.42788123	35.51518906
83415	412943	4582783	91.54547705	82.2114398	93.1470632
83418	403940	4581858	15.99203935	18.28291516	22.80839913
83423	412034	4581795	86.56135029	82.3209925	85.57488062
83425	413955	4581853	89.53082032	81.20346624	70.11114049
83426	414964	4581866	88.97881466	61.4213993	59.9538246
83429	409938	4580753	122.5167501	125.0440222	155.7388409
83431	413909	4580815	19.29894451	14.94451397	15.20553713
83434	401868	4579751	6.788076094	8.1703711	8.643644392
83437	409914	4579847	19.29280379	23.07199947	27.72044803
83438	411979	4579861	81.27703266	57.94444019	51.91392651
83444	404888	4578826	62.63575394	77.66792409	76.95993782
83448	413921	4578814	131.5743543	186.656598	157.1222665
83449	415944	4578825	116.2138351	82.38728684	96.68183694
83454	407870	4577748	128.8862518	107.6707772	128.2360697
83455	409913	4577800	84.10564345	69.97621988	90.34883205
83457	411908	4577799	148.2090119	153.2794095	147.6669456
83460	402829	4576808	37.82499055	48.60658199	66.59315381
83461	403894	4576816	22.42665341	31.33434857	31.95406762
83466	435906	4593742	7.599613135	27.36230828	38.86375896
83468	437916	4593740	36.58234629	46.04549642	76.98051032
83469	438808	4593775	21.79158716	20.68705867	21.32819375
83471	433921	4592786	22.75765652	12.38119496	20.21195513
83475	428912	4590806	39.04392219	18.4230154	23.45063796
83477	428897	4589802	137.2600137	65.58039658	91.94597625
83478	429919	4589744	69.18850356	36.05655056	56.35761183
83486	397827	4574770	124.0410672	12.02384466	84.85316881
83490	395887	4573853	43.9810291	21.28482408	32.41421153
83502	395856	4571729	75.2154848	68.95366678	77.16730393
83508	397876	4570766	102.4645176	85.7679359	92.87517137
83510	387886	4569776	63.62830112	49.36285292	67.50871597
83513	395892	4569792	14.84722896	14.88856078	12.09122839
83517	389877	4568787	106.1177775	80.21881082	46.68527035
83518	399882	4568779	80.28191974	66.53838723	61.57508537
83523	384934	4565738	54.80825057	45.21404951	51.48061381
83524	386901	4565792	131.1364286	106.6677434	77.79904815
83530	404892	4575829	11.20186198	16.21268598	19.64148781
83531	405903	4575818	72.27569332	57.01226044	62.63873546
83532	406908	4575849	77.01380883	75.3388854	74.30007736
83533	407910	4575765	54.62573577	49.99465479	60.90482098
83534	410979	4575812	29.0823628	25.6533749	21.00153661
83540	401950	4574770	38.33102291	43.65652268	50.49777216
83544	412926	4574800	103.8200087	80.62999388	84.84329152
83545	413961	4574771	18.53836966	26.31662285	28.95509239
83546	401897	4573774	28.73430978	37.64243649	40.65860523
83549	406936	4573806	96.03221565	58.17258378	108.8980109
83552	400883	4572817	38.90636804	23.94766379	27.9110821
83556	414964	4572804	27.20706288	28.97715761	21.94725591
83559	402859	4571804	42.5727146	59.62182444	68.40732884
83561	401948	4570822	51.43645819	21.74922742	69.59049835
83562	402900	4570804	34.92474356	36.0140426	44.19002694
83565	400951	4569847	45.2286747	107.36035	95.09054607
83569	405923	4569772	54.52821577	19.70930353	65.2962302
83572	403929	4568809	94.04885263	72.32853513	74.95937505
83575	401887	4567756	77.064001	61.41101986	84.93959194
83576	403880	4567859	71.53798431	43.54918637	70.79273644
83581	393897	4650793	44.49276874	30.99106201	48.08716909
170003	399860	4702864	17.28814785	41.20897252	41.20953821
170004	400900	4702825	25.46828188	21.3730214	41.78590299
170005	396899	4701818	397.2341327	303.1921836	575.6771121
170009	401910	4701847	12.37775675	10.91916694	20.47724612
170010	397900	4700882	153.4215958	138.9363159	262.3801355
170011	401924	4700792	3.314053591	17.00273524	39.6654538
170016	398832	4698752	73.46785956	50.70883216	105.9439782
170017	403021	4702819	292.0017853	310.1410395	415.8517338
170022	405985	4701602	138.1785586	124.9931017	195.8652889
170026	413913	4693787	56.16318728	67.13843361	96.26298372
170028	413894	4692825	87.24440719	69.39961918	83.23254335
170034	415941	4690750	112.5421837	96.62780325	143.0485317
170037	412897	4689759	117.4392098	101.0057632	141.182617
170040	415972	4689777	149.900365	161.3647788	204.6156406
170046	412883	4688748	317.0205078	220.279991	307.8553257
170047	414889	4688774	153.8873019	120.1049889	132.1919191
170050	417927	4688771	417.1723876	282.5814896	349.6342659
170053	409916	4687818	190.7653733	156.3514124	239.0701195
170057	414901	4687731	244.0733437	176.0534378	220.5236126
170058	416908	4687837	202.7502919	156.5265126	206.7530155
170059	418908	4687759	128.7662452	65.75302193	92.76900667
170061	425909	4687764	522.8311394	197.352315	383.3689203
170063	428978	4687765	237.9371622	246.2490891	452.3376631
170065	441895	4695801	734.7324794	589.4086384	859.2919197
170068	441888	4694775	83.52773336	76.3784382	103.9421111
170070	443927	4694797	1167.847452	1186.802003	1585.687747
170075	444870	4693809	280.040032	215.5504085	187.1144527
170080	433988	4691745	130.290918	137.8835063	202.2275093
170082	443890	4691812	341.6740013	368.1885547	611.6859278
170083	447894	4691801	59.93920413	216.3521407	360.3509076
170085	440930	4690740	155.2150383	158.4376767	204.3995711
170086	450975	4690762	511.8523942	324.7761574	332.9354932
170088	439950	4689825	159.2010424	183.4818975	458.6761907
170090	441870	4689812	679.7489611	546.8673489	835.9097194
170092	453982	4689852	18.0617899	39.57280982	52.52687866
170095	441916	4688672	149.9352366	116.1724655	132.3517028
170096	447944	4688844	128.7019807	167.699106	157.0959708
170100	442955	4687828	309.7216347	257.6735852	272.1712137
170101	446890	4687784	460.7300042	169.895649	478.7040402
170102	450888	4687789	241.5081068	152.6507126	185.3793553
170103	453908	4687827	586.1782111	422.1331499	501.0121522
170106	478936	4695759	431.3637276	219.4647035	235.8186613
170108	482922	4695776	412.6418014	215.7765253	246.2920962
170113	478901	4694767	294.0025859	166.3047407	183.8172668
170119	474872	4693815	309.2440951	180.8129614	207.9963931
170120	475877	4693783	361.0008828	206.6177941	212.5874794
170121	477936	4693796	282.301396	249.6208743	231.5580482
170125	481862	4693823	170.5231116	110.1138753	101.6533601
170130	476834	4692779	275.2271458	120.9201002	106.4989272
170131	477914	4692852	186.4913744	116.6066457	125.3068609
170133	481903	4692818	142.4965572	98.16762375	81.64024972
170137	472882	4691736	403.7119365	214.0449907	257.2295049
170139	474939	4691798	112.2137232	65.97522795	24.30855453
170140	475926	4691800	107.287828	76.88752739	94.73778779
170141	476942	4691664	175.6667867	104.5496578	100.4957674
170143	478914	4691789	233.0144855	152.9615371	165.0602323
170146	481890	4691819	139.5005825	75.36751169	79.23925588
170147	482905	4691797	80.97286982	54.381806	54.56662344
170149	473879	4690776	384.4876856	211.5765028	241.2859423
170150	474980	4690774	337.8358054	181.934585	210.7737525
170152	476924	4690797	340.2821996	153.253077	180.4243799
170155	479851	4690778	239.5647777	153.3154862	168.3782997
170157	483937	4690780	97.65578171	65.64384904	52.49254052
170158	473940	4689800	321.0133227	181.3562034	216.9508209
170161	477947	4689792	230.7518089	144.4558187	150.8773264
170162	478908	4689773	182.0376959	70.67568025	76.31920174
170164	480910	4689757	292.2586284	173.2730696	197.8647877
170165	481917	4689747	44.49362527	25.64685202	18.60193635
170166	482884	4689793	62.20451161	141.9384716	146.64171
170168	465905	4688846	321.1441953	167.5237445	245.8583303
170169	466875	4688590	234.6272934	155.6773705	268.3780264
170172	479903	4688768	292.3615493	154.567175	186.431162
170177	463850	4687792	173.0638118	137.7669873	175.4028891
170178	464852	4687795	336.6328499	177.3448698	239.6376362
170180	467919	4687796	229.5242026	107.4791092	138.2253753
170181	468890	4687779	417.4465824	214.4285278	310.8512743
170185	474968	4687784	554.8735288	323.2529392	350.8460824
170188	477878	4687768	536.9300119	314.7675462	336.0338277
170191	480904	4687790	356.3316929	227.3351486	250.9227126
170192	481900	4687797	78.1134775	37.21950547	65.56770464
170194	494969	4701782	181.5989755	125.2582412	123.869585
170197	499913	4701785	261.5116946	225.0398436	244.6809892
170198	493888	4700843	155.8463256	122.2936541	122.1882961
170199	494938	4700781	244.8725172	172.5130708	161.0548682
170202	498902	4700784	227.1850137	156.5865011	185.8374786
170206	486920	4699815	297.8116526	199.4255959	190.1065864
170208	488878	4699834	103.5022254	80.64983197	57.14476816
170209	489905	4699796	232.649957	118.3218244	157.1099128
170213	493944	4699752	471.9846733	366.3739793	350.3172365
170215	496885	4699711	239.3491228	182.9529625	180.918967
170218	499882	4699796	557.951844	453.1718753	432.5715555
170219	500884	4699772	159.0519834	175.6933964	174.6162254
170222	486913	4698773	115.07447	94.26924619	78.01189773
170223	489899	4698848	56.0634179	124.1567841	60.60596241
170224	491956	4698790	57.77339599	92.86215181	101.5776905
170227	496938	4698800	16.48095477	10.00326983	13.16712935
170228	498922	4698821	332.0745117	290.2943497	266.9272882
170231	502923	4698752	45.52121807	56.20805838	94.79210942
170233	485846	4697785	530.9931066	368.0973024	394.680439
170235	487902	4697794	139.0052752	93.71137882	59.17708087
170238	492008	4697753	119.8099566	164.9034572	106.3784416
170239	492897	4697768	134.075426	220.960213	274.9939746
170240	493887	4697786	119.0248665	136.3017614	119.8162022
170242	495918	4697747	17.62802562	5.959253672	10.6094151
170246	501905	4697756	60.92539232	71.35062636	71.57740688
170250	490872	4696758	62.44542153	62.48509199	18.30225698
170251	491902	4696807	53.49458298	73.48189179	51.44650464
170253	494912	4696790	48.313266	107.8135818	100.2063042
170256	498893	4696752	110.2310959	106.5799354	77.88079721
170257	499907	4696785	144.4086109	257.8592762	237.8408755
170258	501949	4696765	5.945465964	17.88901233	27.23649385
170259	509919	4696760	226.184171	266.1593899	236.2896751
170260	510947	4696756	27.32252631	123.1722371	120.374245
170265	488847	4695791	103.7857527	81.69270032	12.98807444
170266	489889	4695856	45.33584532	42.28229906	32.86831996
170267	490911	4695751	62.37459721	34.77960761	34.32998098
170270	495917	4695821	34.23068852	36.03193302	25.09152574
170273	486872	4694772	169.3715876	110.3512714	95.70450905
170276	485882	4693744	59.89648603	44.79460781	37.96166155
170277	486874	4693800	52.52273777	44.68507112	22.17391641
170278	490896	4693771	54.44984446	60.0998724	30.28255936
170280	505906	4693774	109.2006644	145.4615214	86.56189006
170281	507912	4693782	28.47857873	107.381511	154.2469716
170286	488867	4692789	62.05528946	56.70358949	30.52925333
170288	491899	4692787	16.89108083	17.8257197	11.79479395
170292	485855	4691763	251.4754125	185.981734	188.2932069
170294	487871	4691805	51.13790313	48.71654941	22.69855797
170298	484911	4690784	34.75262585	28.73544428	23.76734572
170299	491867	4690784	47.86830729	46.99977449	35.39267225
170306	488916	4689737	12.64088393	18.37036019	11.9615127
170308	490926	4689784	6.253181988	9.858262092	5.38429309
170314	487904	4688762	38.77827004	40.8033635	30.91518303
170315	488853	4688734	32.74249092	26.5378355	14.87575114
170316	486927	4687772	107.0292822	76.73341779	62.86514686
170322	405860	4686807	160.5763651	201.5406601	382.5148081
170324	411928	4686847	123.9713973	88.44008934	119.3927336
170325	413908	4686756	318.5151774	251.1145886	442.7231743
170327	417909	4686797	136.7258314	117.3722551	143.2013272
170331	425927	4686706	179.2454287	152.3539067	156.5082219
170334	428907	4686796	265.6109472	169.4961004	261.4423678
170339	421951	4685813	270.3928985	221.0727451	270.1153926
170342	424948	4685770	199.6044054	165.7103046	232.3910679
170343	426957	4685806	358.3267371	271.3356399	359.1655373
170344	420873	4684754	301.8180003	230.4533959	333.2665557
170346	422906	4684796	101.0408058	121.8069219	196.3304559
170349	426923	4684790	394.1061102	266.854898	405.9850062
170354	425903	4683767	116.8312977	80.35715717	138.2100125
170358	427910	4682712	172.7046675	135.7694115	159.1040374
170362	421906	4680797	541.2775417	368.5290492	494.3593513
170365	421897	4679797	9.924430076	11.83151537	16.2216872
170366	422906	4679746	331.3469353	283.3508429	405.3726473
170367	423901	4679791	145.2545333	165.2097557	168.9869259
170368	424871	4679776	177.3064294	130.9862073	184.4255237
170372	420897	4678817	108.8113094	156.6702631	186.090407
170373	421886	4678786	116.0282935	124.2496662	182.8027957
170376	424901	4678721	233.1079789	204.5044354	266.4268016
170379	427818	4678657	325.8086135	222.5512311	273.3915395
170385	427926	4677807	366.1172084	240.9738713	303.7530524
170387	419898	4676766	233.9595826	165.0552962	218.412878
170390	422900	4676806	147.0903908	132.9383908	165.4719052
170395	427903	4676771	98.80636928	185.6902817	229.2342645
170398	420943	4675788	74.63103674	87.28661466	126.8225278
170399	421891	4675791	154.9100851	125.5834167	120.9019791
170402	425921	4675801	128.8010309	120.4864853	125.3241875
170405	419901	4674726	168.7672691	97.11691425	151.6501181
170406	420972	4674782	362.0476672	261.4850618	426.3925701
170408	422871	4674725	187.0102284	138.2086465	233.3059094
170410	424893	4674789	130.8209684	131.5700132	164.0788395
170413	427933	4674763	121.7896977	83.62782082	91.47869812
170414	428986	4674746	87.84887557	154.9256093	153.6549266
170418	424863	4673827	256.4520661	244.9685462	281.0522397
170419	425872	4673766	132.7148856	110.9392888	127.4804424
170420	426933	4673797	127.4329379	116.0979587	135.39377
170421	427884	4673789	125.2035693	89.05987652	114.3366992
170424	422911	4672734	64.88482017	83.36784189	104.7494692
170425	423918	4672812	156.5163486	132.6728434	164.166097
170428	426915	4672767	47.51630375	52.71166174	68.27421427
170432	415888	4671803	112.9825723	83.73229044	123.7607765
170436	424880	4671773	108.2701854	89.2456968	59.05852652
170441	414889	4670855	136.5802036	146.9403013	225.95903
170444	423905	4670804	106.6905951	65.43774684	80.56203715
170446	426972	4670807	154.6305438	112.8723207	137.3685817
170448	428926	4670756	162.3331173	109.0816783	159.8811906
170451	420882	4669776	128.4980722	94.49368264	132.9510118
170454	424908	4669770	143.6733351	111.4142272	214.6362757
170456	426899	4669784	262.583186	167.2788029	233.3608373
170460	420842	4668746	229.9824096	173.6749585	290.9610294
170466	428930	4668712	127.9393907	89.53782246	119.6884151
170470	433970	4686712	297.9159334	209.792033	294.410746
170471	434888	4686694	214.2026205	180.8464582	248.9906636
170472	444893	4686806	855.5417061	623.4554522	689.5646418
170473	452985	4686795	200.3496131	129.0928987	165.0536741
