ID	PLOTS	X	Y	SetasIFN2	SetasIFN3	SetasIFN4	MaderaIFN23	MaderaIFN34	AguaIFN2	AguaIFN4	CarbonoIFN2	CarbonoIFN4
2786	80001	401922	4683695	NA	NA	NA	3.792	4.355	0.619	0.489	1.296	1.633
2778	80002	399895	4682821	69.778	85.87246452	67.471	3.677	1.979	0.364	0.276	1.007	0.478
2779	80003	400898	4682826	NA	NA	NA	3.737	5.739	0.611	0.324	1.516	2.246
2772	80004	401903	4682780	NA	NA	NA	0.723	4.606	0.722	0.227	0.339	3.079
2741	80005	399917	4681736	NA	NA	NA	1.21	1.474	0.428	0.208	0.443	0.974
2730	80006	396931	4680825	79.355	95.65651114	76.099	3.53	1.893	0.494	0.246	1.218	0.689
2677	80014	397927	4679764	26.753	72.26856526	68.18	5.612	5.815	0.642	0.434	2.198	1.148
2669	80020	397842	4678864	78.688	82.63360318	63.657	7.916	3.417	0.289	0.085	2.908	0.488
2624	80024	395903	4677804	22.489	28.91728102	12.132	1.01	0.196	0.743	0.652	0.362	-0.53
2601	80028	397907	4676810	70.168	63.30704577	62.095	2.355	2.72	0.516	0.292	-1.047	0.957
2575	80033	396898	4675792	41.378	63.89410093	58.141	3.446	2.219	0.698	0.494	1.363	-0.1
2571	80034	400893	4675783	50.683	71.63732684	65.176	2.967	3.293	0.573	0.402	1.222	1.444
2519	80038	393945	4673806	78.92	73.0974642	57.999	2.908	3.645	0.487	0.507	-0.963	0.829
2507	80041	397872	4673769	NA	NA	NA	8.003	3.867	0.475	0.398	2.637	-1.309
2522	80043	399945	4673823	65.515	94.73565319	77.01	4.073	4.042	0.647	0.403	1.49	1.413
2486	80044	391905	4672812	43.526	76.30930006	68.528	3.214	2.663	0.681	0.481	1.293	0.972
2466	80046	393915	4672746	55.318	68.43278744	46.449	1.616	1.665	0.718	0.419	0.56	0.592
2484	80047	394893	4672799	NA	NA	NA	4.06	4.376	0.467	0.573	1.071	-0.558
2491	80049	396938	4672836	93.363	101.4217501	70.162	6.245	5.867	0.612	0.523	1.388	0.274
2478	80050	397963	4672776	NA	NA	NA	5.874	3.586	0.405	0.634	1.972	-2.674
2458	80055	399928	4671826	NA	NA	NA	6.64	7.056	0.559	0.405	2.715	2.558
2433	80059	399872	4670827	NA	NA	NA	1.889	2.755	0.531	0.357	0.57	1.065
2392	80063	398884	4669764	NA	NA	NA	7.521	6.777	0.431	0.271	2.846	2.35
2404	80064	399831	4669789	NA	NA	NA	4.045	4.328	0.39	0.218	0.778	1.629
2808	80068	408944	4683846	NA	NA	NA	5.677	1.995	0.606	0.625	1.696	-1.616
2784	80075	406845	4682897	82.506	94.51845273	82.093	11.103	5.003	0.4	0.208	3.299	0.408
2769	80076	407933	4682760	85.578	115.3164217	95.873	10.559	6.99	0.564	0.286	3.789	0.405
2740	80077	403937	4681735	78.925	101.6920762	87.001	5.53	3.631	0.345	0.219	1.746	0.861
2749	80081	407965	4681779	NA	NA	NA	7.614	7.088	0.637	0.412	3.905	3.428
2748	80083	410906	4681775	67.908	94.58035012	79.214	7.569	5.436	0.447	0.043	3.151	2.485
2738	80085	412931	4681730	54.092	86.09742339	38.671	4.788	1.245	0.319	0.468	1.806	-2.767
2710	80095	414884	4680772	74.751	83.37755772	66.165	8.485	4.156	0.45	0.21	3.243	1.708
2723	80096	415879	4680805	78.829	87.82900458	75.36	10.401	7.122	0.213	0.147	2.797	2.32
2728	80098	417914	4680821	58.748	80.76907684	77.538	8.581	5.732	0.399	0.178	2.55	1.769
2673	80101	404868	4679747	62.19	78.75670078	75.812	6.809	3.565	0.429	0.154	2.307	1.307
2688	80105	409868	4679802	51.08	80.25760547	72.671	4.442	3.371	0.67	0.474	1.852	1.174
2671	80106	410901	4679746	18.684	26.67182752	54.969	2.286	4.234	0.693	0.17	0.681	1.929
2678	80114	420924	4679764	33.009	51.45318155	58.284	1.694	1.157	0.646	0.429	0.651	0.345
2644	80121	412816	4678718	NA	NA	NA	2.391	0.928	0.304	0.193	0.923	0.8
2641	80123	417854	4678693	NA	NA	NA	2.56	2.309	0.621	0.309	1.794	1.594
2610	80126	402873	4677748	39.642	80.54005122	79.222	4.705	6.361	0.704	0.447	1.858	2.385
2605	80128	405882	4677699	77.196	84.20930174	74.668	3.685	4.858	0.523	0.318	1.113	1.394
2616	80130	410908	4677771	29.285	45.00038788	67.292	2.954	5.271	0.484	0.152	0.652	2.09
2607	80131	411882	4677743	46.971	58.18386908	60.577	1.763	1.635	0.526	0.317	0.587	0.542
2609	80132	412919	4677746	26.114	39.11609123	35.45	5.743	4.347	0.384	0.168	-0.397	1.395
2583	80138	405845	4676724	57.732	77.65114681	71.05	0.675	3.418	0.693	0.364	0.407	0.429
2597	80139	406875	4676801	71.84	80.48507022	72.404	7.032	8.955	0.483	0.078	2.198	2.386
2590	80145	418900	4676767	42.43	68.17441262	66.565	4.565	4.446	0.636	0.454	1.559	-0.71
2555	80155	413903	4675725	73.812	84.74318043	77.53	3.164	2.234	0.338	0.158	-0.475	1.109
2554	80158	416909	4675723	NA	NA	NA	6.434	7.394	0.479	0.276	2.372	3.518
2563	80160	418890	4675767	72.733	77.24960545	71.548	7.924	5.489	0.491	0.222	1.632	1.96
2532	80168	414891	4674743	NA	NA	NA	7.167	4.996	0.698	0.481	3.265	0.241
2535	80169	416868	4674754	74.414	85.75422809	74.86	6.498	4.173	0.297	0.183	2.642	1.202
2533	80171	418925	4674746	69.274	81.81169622	77.918	7.929	5.043	0.647	0.433	2.311	1.677
2515	80172	404910	4673792	NA	NA	NA	0.83	2.053	0.323	0.057	0.65	1.402
2496	80174	406844	4673742	NA	NA	NA	1.325	3.135	0.325	0.125	0.784	2.6
2499	80177	409917	4673752	75.247	89.88107138	78.94	5.113	4.754	0.536	0.214	1.354	1.157
2502	80178	411947	4673763	80.286	95.31375506	82.638	7.141	5.687	0.368	0.232	-0.044	1.182
2501	80182	415903	4673762	56.253	72.68840471	66.739	6.368	2.349	0.48	0.187	2.412	0.678
2503	80185	418882	4673763	62.823	83.05353459	77.486	8.492	4.017	0.636	0.521	2.929	0.307
2482	80190	409874	4672788	57.692	69.41490463	75.758	5.367	5.398	0.53	0.164	0.242	1.895
2471	80194	414873	4672756	NA	NA	NA	7.621	10.979	0.447	0.389	1.459	5.353
2470	80197	417917	4672754	NA	NA	NA	6.416	4.358	0.169	0.331	3.554	1.051
2442	80199	407890	4671746	45.762	59.28773272	51.657	1.389	1.459	0.637	0.362	0.593	0.073
2443	80200	408886	4671750	NA	NA	NA	5.283	3.596	0.286	0.252	2.559	1.894
2438	80206	418901	4671728	44.548	76.91039397	71.551	3.866	5.712	0.484	0.216	1.323	1.474
2451	80207	419906	4671786	42.71	70.19477969	69.869	4.892	5.676	0.117	0.231	1.658	1.892
2423	80210	402869	4670786	NA	NA	NA	2.76	3.155	0.576	0.172	1.943	1.997
2436	80211	403902	4670858	NA	NA	NA	2.252	2.441	0.36	0.11	1.14	1.187
2412	80215	411846	4670726	NA	NA	NA	2.628	3.204	0.69	0.277	0.943	1.42
2419	80219	420916	4670763	5.503	17.20324473	23.568	1.098	0.731	0.729	0.657	0.414	0.064
2390	80221	402875	4669761	50.637	67.12009565	64.485	2.785	2.839	0.641	0.381	0.912	1.051
2393	80223	407842	4669768	NA	NA	NA	1.566	0.99	0.194	0.087	2.377	1.804
2388	80225	409883	4669757	10.514	60.44456455	68.239	2.87	4.069	0.788	0.374	1.609	1.612
2386	80229	413876	4669754	55.013	72.79557637	66.998	9.327	8.22	0.522	0.099	2.907	2.622
2363	80233	418899	4668776	57.981	70.23581947	66.463	3.793	4.282	0.532	0.288	0.351	0.848
2374	80234	395872	4668808	77.316	85.44582072	58.728	6.119	4.531	0.217	0.358	2.381	1.862
2364	80235	396924	4668782	NA	NA	NA	4.674	4.243	0.562	0.475	1.683	1.354
2337	80239	394872	4667791	53.54	69.0284801	54.49	3.844	3.067	0.473	0.185	1.658	1.507
2339	80243	398872	4667794	NA	NA	NA	5.683	3.998	0.545	0.48	2.047	1.335
2350	80244	399867	4667839	NA	NA	NA	6.021	6.034	0.44	0.402	2.842	2.349
2320	80245	393903	4666839	41.52	68.72430663	53.73	5.75	2.96	0.589	0.151	2.31	1.398
2312	80249	400938	4666808	NA	NA	NA	4.607	3.887	0.59	0.605	1.715	1.35
2288	80250	393924	4665826	NA	NA	NA	2.232	1.609	0.183	0.098	3.394	1.892
2280	80253	397884	4665799	NA	NA	NA	2.952	6.764	0.752	0.468	1.161	2.483
2268	80255	400948	4665762	NA	NA	NA	3.525	3.261	0.539	0.372	1.42	0.387
2250	80257	394875	4664831	38.903	39.5425643	25.77	1.158	0.417	0.505	0.355	0.28	-0.275
2227	80259	396939	4664771	21.758	43.29580555	11.982	0.946	0.34	0.696	0.497	0.435	-0.52
2212	80264	396874	4663830	36.362	47.02876987	47.977	3.166	5.33	0.604	0.332	0.881	2.384
2155	80269	389945	4662746	23.011	39.70003199	30.049	1.546	0.121	0.722	0.39	0.803	0.023
2173	80271	393820	4662817	29.343	33.55161461	27.98	2.545	1.129	0.457	0.537	0.914	0.095
2178	80272	395835	4662826	54.211	62.88978786	49.643	2	0.966	0.598	0.333	0.673	0.422
2172	80273	396899	4662809	21.597	68.54786172	51.006	7.433	15.131	0.633	0.12	2.527	4.685
2167	80275	399947	4662790	18.323	38.08795582	28.636	1.307	1.149	0.654	0.366	0.615	0.21
2157	80276	400810	4662752	62.135	55.75068913	46.645	5.314	4.158	0.432	0.278	0.489	1.49
2136	80280	396976	4661811	36.964	37.00083841	32.287	0.815	0.799	0.594	0.346	0.235	0.331
2137	80281	397881	4661811	25.402	64.2636615	57.17	4.093	4.829	0.737	0.427	1.652	1.815
2140	80282	398858	4661821	10.201	34.41675627	40.815	2.12	2.308	0.729	0.302	0.77	1.08
2084	80288	398901	4660779	64.074	66.67774917	44.232	8.88	5.542	0.48	0.297	2.136	-0.045
2089	80289	399910	4660785	64.32	63.58666333	48.483	7.824	6.562	0.384	0.094	0.197	1.036
2053	80292	393918	4659785	NA	NA	NA	4.366	2.865	0.384	0.208	1.782	1.384
2050	80293	395901	4659770	72.559	72.71909774	52.568	5.745	3.16	0.222	0.289	-0.719	1.226
2007	80295	391912	4658763	2.258	14.15310637	35.921	0.66	2.485	0.833	0.459	0.311	1.236
2017	80297	395925	4658796	27.834	29.28242947	28.048	1.382	1.118	0.597	0.633	0.536	0.201
1995	80302	393860	4657818	NA	NA	NA	1.74	1.242	0.194	0.172	0.815	1.127
1966	80303	394922	4657758	53.789	63.34593557	47.901	4.428	2.728	0.387	0.271	1.481	0.066
1961	80304	395901	4657730	NA	NA	NA	2.963	1.797	0.285	0.212	2.691	0.957
1972	80306	399911	4657776	65.822	61.5839822	49.217	12.133	3.499	0.321	0.297	3.234	-2.328
1931	80309	392910	4656747	45.415	58.9853509	47.331	3.642	3.733	0.61	0.32	0.8	0.107
1949	80311	394946	4656802	64.205	64.51769052	43.768	12.102	12.591	0.21	0.06	2.896	3.925
1942	80315	398883	4656784	14.632	NA	26.626	5.182	4.762	0.468	0.353	3.813	0.527
1904	80319	394898	4655787	4.874	22.6811183	29.391	1.602	2.974	0.636	0.19	0.508	1.366
1898	80321	396900	4655774	37.594	35.11903202	21.444	6.5	8.732	0.478	0.082	1.534	2.7
1880	80324	392906	4654866	36.282	37.15241985	26.328	3.149	3.753	0.381	0.135	1.489	0.885
1873	80325	393904	4654806	37.823	30.29425231	16.618	5.305	5.211	0.41	0.078	1.841	1.88
1871	80328	397888	4654802	25.67	18.85748604	22.886	8.837	3.611	0.255	0.212	2.982	-1.896
1861	80329	398928	4654784	24.193	24.52011834	15.263	9.53	12.406	0.318	0.231	0.871	3.421
1833	80335	397908	4653774	35.528	32.5110348	26.721	2.862	3.203	0.517	0.083	0.141	1.102
1843	80338	400914	4653807	NA	NA	NA	0.271	0.339	0.322	0.267	-0.868	0.28
1811	80344	397907	4652786	NA	NA	NA	0	0.116	0.135	0.278	-5.178	0.194
1776	80348	389926	4651782	32.598	35.58915078	28.241	2.559	1.469	0.607	0.471	1.047	0.693
1795	80351	393932	4651825	37.102	35.16851101	25.611	3.7	8.761	0.173	0.197	-0.013	3.31
1774	80356	399926	4651768	50.003	NA	15.147	0	0.422	0.325	0.486	-2.226	0.32
1744	80358	389875	4650722	35.647	33.83232617	19.12	5.183	10.024	0.494	0.163	0.113	3.756
2366	80366	403856	4668789	NA	NA	NA	9.784	7.104	0.662	0.357	5.128	3.587
2360	80371	410870	4668760	75.31	82.37358756	55.398	8.984	5.973	0.444	0.157	2.763	1.942
2380	80372	411911	4668873	47.51	64.46779983	54.803	3.437	2.482	0.602	0.356	1.366	-0.433
2332	80376	402901	4667779	NA	NA	NA	3.532	2.006	0.618	0.246	2.033	1.202
2329	80377	403895	4667774	NA	NA	NA	0.747	0.86	0.573	0.391	0.543	0.778
2334	80381	408887	4667780	28.359	46.43750139	42.482	2.357	2.423	0.65	0.259	1.199	0.997
2341	80382	409826	4667795	38.371	60.83822005	50.337	4.568	4.107	0.063	0.184	1.821	1.619
2346	80385	414934	4667813	2.637	4.118917225	11.097	0.61	0.598	0.699	0.384	0.245	0.276
2336	80387	416909	4667789	46.963	64.77760348	66.866	3.039	3.261	0.489	0.177	1.024	1.168
2299	80389	403893	4666771	NA	NA	NA	3.096	2.172	0.278	0.111	2.531	1.918
2295	80392	408899	4666760	31.217	40.21178679	41.009	2.535	1.989	0.371	0.186	1.005	0.775
2316	80394	411947	4666828	64.672	50.72512381	52.827	3.696	4.951	0.476	0.065	-1.795	2.026
2315	80395	412948	4666815	69.639	62.99685979	57.195	5.3	3.542	0.53	0.128	-0.792	0.932
2310	80399	416901	4666801	66.522	78.97252692	69.98	7.191	6.771	0.418	0.195	-2.279	2.313
2270	80404	405922	4665769	NA	NA	NA	0.394	1.306	0.731	0.293	0.252	1.033
2261	80407	408914	4665745	NA	NA	NA	1.141	0.767	0.256	0.126	1.834	1.635
2289	80411	412976	4665894	44.74	32.41982684	33.85	1.059	1.687	0.602	0.296	-0.93	0.648
2281	80415	419876	4665801	37.16	35.94232392	39.344	2.058	4.113	0.544	0.227	0.019	1.653
2271	80417	424928	4665771	4.714	35.47224864	63.973	1.642	10.144	0.777	0.258	0.267	3.546
2224	80418	402895	4664757	9.826	36.5425585	23.6	1.802	2.179	0.646	0.608	0.663	-0.137
2234	80421	405939	4664785	47.575	54.3541756	47.273	3.967	3.878	0.441	0.065	1.638	0.465
2232	80424	409926	4664782	34.304	NA	47.385	4.653	9.411	0.421	0.083	1.328	4.006
2245	80428	414891	4664808	47.015	45.33677499	42.79	3.336	2.926	0.556	0.322	-0.179	0.266
2233	80431	422986	4664782	56.208	64.89683378	53.805	3.529	2.293	0.353	0.192	1.338	-0.704
2098	80433	401883	4660805	NA	NA	NA	6.643	4.922	0.483	0.169	3.152	2.124
2198	80438	407943	4663781	NA	NA	NA	5.292	2.724	0.13	0.064	4.613	2.669
2196	80440	409934	4663773	NA	NA	NA	1.167	1.371	0.297	0.36	0.529	0.879
2197	80442	411887	4663773	NA	NA	NA	4.403	2.074	0.336	0.182	2.544	0.442
2213	80446	415883	4663835	33.683	40.39606811	41.192	3.21	1.795	0.507	0.521	1.155	0.723
2210	80452	423932	4663816	39.429	65.95932153	62.66	5.842	6.181	0.49	0.113	1.898	0.499
2207	80453	424886	4663813	NA	NA	NA	1.746	4.469	0.791	0.332	0.796	1.567
2183	80454	401852	4662843	39.502	59.03880577	49.428	3.11	2.993	0.515	0.242	1.288	1.199
2159	80456	407925	4662762	NA	NA	NA	3.18	0.936	0.138	0.289	1.839	-2.261
2166	80466	419881	4662788	32.37	50.77987787	43.846	3.676	3.829	0.456	0.25	1.375	0.572
2170	80467	421939	4662796	39.341	21.005824	30.277	0.792	1.646	0.517	0.374	-0.935	0.357
2116	80472	401874	4661764	39.089	42.83369486	34.739	2.505	0.915	0.401	0.14	1.302	0.362
2111	80475	408916	4661750	32.103	31.04391911	25.436	2.456	0.945	0.402	0.35	0.692	0.345
2148	80478	411938	4661868	62.601	59.76107409	48.654	10.166	4.096	0.174	0.049	3.59	-0.228
2119	80482	416882	4661773	65.978	67.19181522	56.927	8.846	7.712	0.309	0.213	3.124	0.929
2147	80484	418898	4661852	63.834	64.06477497	56.79	7.566	6.833	0.325	0.284	1.954	1.43
2142	80488	423941	4661829	32.643	13.7350603	26.711	0.877	2.009	0.636	0.39	-0.949	0.705
2109	80490	427882	4661703	NA	NA	NA	6.277	3.567	0.489	0.199	2.28	0.733
2073	80493	408859	4660748	NA	NA	NA	1.167	1.126	0.432	0.3	-1.162	0.419
2080	80495	410905	4660772	NA	NA	NA	0	0	0.587	0.619	-1.336	0
2079	80496	411936	4660771	60.331	63.54787584	50.345	3.479	2.758	0.403	0.124	1.664	0.219
2087	80501	416890	4660784	37.273	42.15150454	34.004	2.857	2.137	0.245	0.154	0.998	-0.098
2085	80503	418911	4660781	49.288	54.10262749	49.461	4.332	3.754	0.288	0.305	0.812	0.339
2093	80505	420951	4660796	64.217	68.42517958	59.971	10.299	8.003	0.281	0.087	2.275	0.864
2074	80507	422925	4660758	22.174	29.86333725	34.274	1.302	1.372	0.485	0.253	0.544	0.368
2045	80513	407764	4659749	32.141	31.91197932	22.811	7.074	6.743	0.375	0.159	0.275	2.217
2047	80522	418873	4659764	8.216	22.71203527	16.074	1.127	0.447	0.687	0.583	0.53	0.015
2055	80526	422954	4659791	30.234	51.58391501	51.348	5.077	5.483	0.517	0.135	1.783	1.866
2040	80527	425945	4659703	58.207	69.62255741	66.828	7.749	5.133	0.502	0.13	2.528	1.331
2002	80531	408882	4658744	36.411	30.85041447	27.071	1.969	1.744	0.159	0.149	-1.281	1.429
2020	80535	412878	4658798	35.644	34.34300956	27.944	3.382	4.066	0.499	0.167	0.792	1.547
2034	80539	416916	4658826	58.951	62.90905042	53.28	6.892	3.57	0.524	0.178	2.212	1.287
2004	80543	421926	4658751	52.418	46.76181177	44.328	4.912	3.283	0.455	0.172	0.276	0.046
2006	80546	424942	4658759	57.033	67.63851318	61.4	3.878	2.854	0.375	0.285	1.389	-0.575
2003	80548	426890	4658749	2.589	7.283019957	8.332	0.423	0.56	0.855	0.754	0.211	0.154
1984	80550	405857	4657798	36.107	32.81340581	27.11	6.256	3.821	0.466	0.071	2.699	0.901
1976	80552	409833	4657785	NA	NA	NA	0	0	0.439	0.576	-2.678	0.457
1985	80555	412908	4657798	NA	NA	NA	0	0	0.258	0.369	-5.08	0.329
1989	80556	413924	4657805	NA	NA	NA	0	0	0.475	0.36	-1.148	0.348
1993	80557	414898	4657810	NA	NA	NA	0.817	0.425	0.586	0.5	-0.12	0.284
1960	80559	416873	4657726	65.363	55.02862121	46.395	6.252	5.717	0.155	0.202	-1.252	1.949
1969	80562	424909	4657772	58.989	67.13898043	64.539	7.772	4.699	0.399	0.064	2.547	1.224
1930	80568	410907	4656746	NA	NA	NA	0	0	0.461	0.615	-2.49	0
1938	80572	420861	4656775	29.408	42.86525092	44.815	3.481	2.914	0.605	0.173	1.285	1.072
1929	80575	423868	4656739	NA	NA	NA	3.751	2.798	0.307	0.07	0.373	1.046
1896	80579	403896	4655768	35.799	46.31095007	36.459	2.386	2.57	0.31	0.349	-1.044	0.779
1912	80582	410903	4655800	NA	NA	NA	0	0.825	0.349	0.406	-2.361	0.664
1906	80586	415898	4655788	26.19	1.28208326	1.921	0.068	0.166	0.485	0.564	-1.113	0.248
1900	80590	423919	4655777	14.86	45.91978593	51.202	5.173	5.776	0.74	0.301	1.848	1.641
1869	80593	402890	4654800	NA	NA	NA	5.993	4.928	0.543	0.311	1.817	1.304
1868	80597	410881	4654799	NA	NA	NA	0	0.115	0.273	0.423	-1.523	0.096
1862	80603	420879	4654784	NA	NA	NA	2.204	0.888	0.545	0.311	1.498	-1.089
1858	80604	421862	4654781	NA	NA	NA	6.9	3.847	0.183	0.041	3.083	0.02
1832	80608	409893	4653770	34.65	NA	0.128	0	0	0.507	0.627	-2.094	0.083
1835	80614	419937	4653784	9.299	NA	21.091	2.35	1.646	0.602	0.438	1.654	-0.198
1826	80615	423919	4653732	NA	NA	NA	3.644	1.258	0.225	0.117	1.618	-0.955
1820	80623	413923	4652808	NA	NA	NA	0	0.345	0.447	0.524	-2.065	0.481
1807	80626	418889	4652764	37.201	36.11948315	28.501	4.84	5.393	0.479	0.214	0.607	1.782
1823	80631	428939	4652825	49.547	63.92152581	58.383	5.588	4.746	0.446	0.215	2.093	1.526
1789	80641	417956	4651812	58.45	47.68046094	31.722	3.827	3.748	0.486	0.196	-0.783	1.49
1787	80644	427921	4651809	NA	NA	NA	1.516	2.65	0.415	0.256	-0.704	1.041
1749	80646	401887	4650766	NA	NA	NA	0	3.504	0.266	0.095	-4.639	2.145
1742	80650	409901	4650572	NA	NA	NA	0	0	0.446	0.78	-3.075	0.052
1753	80657	425935	4650776	NA	NA	NA	4.159	3.346	0.255	0.079	1.701	1.935
1747	80660	428934	4650752	37.37	48.0806581	46.473	3.653	2.806	0.372	0.076	1.24	0.979
2262	80662	436942	4665749	NA	NA	NA	6.742	5.464	0.283	0.071	4.198	2.951
2220	80663	430864	4664700	NA	NA	NA	1.817	0.591	0.639	0.361	0.746	-0.812
2221	80665	434782	4664724	NA	NA	NA	2.172	1.392	0.304	0.095	1.113	0.685
2240	80668	437913	4664798	NA	NA	NA	5.117	2.886	0.233	0.063	2.123	1.766
2246	80669	438902	4664808	NA	NA	NA	2.916	1.237	0.167	0.064	1.105	0.287
2219	80670	439975	4664698	NA	NA	NA	4.657	3.294	0.066	0.053	2.294	1.333
2189	80672	431872	4663732	48.382	57.83463415	60.491	6.086	3.667	0.33	0.055	2.216	1.269
2194	80673	433901	4663769	NA	NA	NA	2.262	1.299	0.385	0.085	1.085	0.5
2201	80678	440893	4663788	NA	NA	NA	1.774	4.353	0.695	0.209	0.959	1.935
2152	80680	430916	4662722	16.09	40.54548624	52.582	2.886	3.628	0.467	0.343	1.052	0.963
2160	80681	431878	4662763	31.494	48.44107168	49.245	3.713	3.117	0.421	0.264	1.102	0.444
2163	80682	433911	4662782	NA	NA	NA	3.598	1.396	0.303	0.208	1.438	-1.914
2156	80686	439946	4662751	NA	NA	NA	2.695	1.767	0.587	0.154	1.115	0.63
2164	80690	444886	4662783	NA	NA	NA	5.002	5.485	0.566	0.387	2.812	1.686
2161	80691	445824	4662778	NA	NA	NA	7.73	8.328	0.509	0.383	3.964	3.966
2180	80693	447870	4662830	NA	NA	NA	12.254	11.463	0.426	0.313	7.297	5.465
2110	80695	431878	4661733	38.994	58.86676537	55.824	3.81	5.228	0.331	0.187	1.561	0.985
2128	80698	438913	4661798	NA	NA	NA	2.433	1.473	0.418	0.147	1.371	0.349
2141	80702	443932	4661824	NA	NA	NA	4.765	4.237	0.091	0.121	2.412	1.144
2146	80703	444930	4661847	NA	NA	NA	5.8	5.63	0.158	0.171	1.94	2.089
2139	80704	446929	4661819	NA	NA	NA	8.198	6.731	0.327	0.287	4.535	3.457
2076	80707	432882	4660761	42.763	64.97063491	63.547	4.866	3.765	0.395	0.092	1.731	0.727
2069	80710	437821	4660593	53.219	58.59258418	52.845	5.878	2.366	0.287	0.081	2.355	0.158
2096	80711	438943	4660799	NA	NA	NA	4.609	3.854	0.337	0.053	2.252	2.022
2097	80713	440883	4660804	NA	NA	NA	5.097	4.588	0.273	0.077	1.052	2.211
2108	80717	444910	4660872	NA	NA	NA	3.389	1.178	0.208	0.085	3.297	0.655
2077	80718	445939	4660762	NA	NA	NA	4.643	3.247	0.429	0.165	2.113	2.26
2094	80722	449911	4660796	NA	NA	NA	3.57	3.543	0.283	0.136	1.754	1.667
2059	80724	430889	4659793	66.361	73.67266803	72.018	12.309	4.115	0.334	0.188	4.235	-1.738
2056	80729	437918	4659791	NA	NA	NA	4.672	2.028	0.238	0.093	3.451	-3.554
2068	80731	442938	4659855	NA	NA	NA	0.008	0.907	0.538	0.818	-3.39	0.688
2042	80732	445929	4659725	NA	NA	NA	2.018	2.379	0.616	0.22	1.252	1.163
2061	80733	447933	4659804	NA	NA	NA	2.748	1.454	0.46	0.235	1.715	0.4
2014	80736	429925	4658782	NA	NA	NA	2.012	6.552	0.419	0.057	-0.572	2.798
2036	80739	433946	4658835	8.059	41.9932005	59.299	3	4.394	0.647	0.158	1.292	1.772
2019	80741	445906	4658797	NA	NA	NA	0.402	0.282	0.789	0.484	0.293	-0.012
2012	80743	448918	4658778	NA	NA	NA	9.633	8.535	0.55	0.248	4.878	4.01
1992	80747	431903	4657808	NA	NA	NA	2.162	0.845	0.286	0.079	0.888	0.099
1996	80748	432952	4657819	NA	NA	NA	2.055	0.693	0.42	0.405	0.183	-0.455
1994	80750	434962	4657812	NA	NA	NA	3.227	1.822	0.365	0.18	0.901	0.203
1973	80752	436873	4657779	NA	NA	NA	4.601	1.666	0.456	0.228	1.266	-0.436
1983	80756	442913	4657797	NA	NA	NA	2.065	2.062	0.51	0.272	0.869	1.033
1978	80758	445934	4657790	NA	NA	NA	6.204	4.857	0.271	0.224	3.544	0.394
1980	80759	446890	4657792	NA	NA	NA	1.414	1.776	0.611	0.303	1.043	1.088
1965	80762	450914	4657749	NA	NA	NA	4.628	5.409	0.072	0.074	2.099	0.992
1975	80763	453885	4657780	NA	NA	NA	6.686	4.829	0.518	0.277	3.372	1.762
1948	80767	442919	4656799	NA	NA	NA	2.656	0.865	0.48	0.528	1.325	-0.971
1954	80769	446915	4656813	NA	NA	NA	2.381	1.861	0.333	0.058	1.879	1.394
1941	80771	449903	4656781	NA	NA	NA	2.444	2.941	0.293	0.072	2.049	2.682
1932	80772	451880	4656747	NA	NA	NA	4.289	7.192	0.125	0.075	2.569	2.962
1940	80773	452876	4656779	NA	NA	NA	3.083	5.567	0.086	0.149	1.671	2.448
1909	80778	432976	4655794	NA	NA	NA	1.544	2.287	0.359	0.173	-1.292	1.341
1892	80779	441933	4655753	NA	NA	NA	4.574	2.926	0.192	0.156	2.561	1.849
1916	80781	444928	4655803	NA	NA	NA	1.676	0.916	0.627	0.524	1.14	0.031
1918	80783	450927	4655808	NA	NA	NA	3.649	2.012	0.37	0.325	1.73	0.036
1910	80784	454877	4655796	NA	NA	NA	3.175	3.111	0.113	0.209	0.479	1.281
1875	80788	434906	4654818	NA	NA	NA	1.56	1.919	0.158	0.085	-3.687	0.367
1859	80789	442912	4654782	NA	NA	NA	2.018	0.894	0.595	0.567	2.069	-0.535
1854	80790	443894	4654755	NA	NA	NA	3.024	2.935	0.487	0.146	2.919	2.618
1878	80798	454894	4654837	NA	NA	NA	6.715	3.217	0.293	0.325	3.142	-0.077
1867	80799	455919	4654798	NA	NA	NA	1.573	1.514	0.173	0.551	-6.187	0.297
1841	80806	449951	4653796	60.493	70.72257884	68.343	5.77	3.962	0.401	0.259	0.675	0.548
1834	80811	455916	4653782	NA	NA	NA	2	1.891	0.141	0.137	1.137	0.664
1812	80813	430905	4652791	NA	NA	NA	2.937	3.196	0.401	0.182	1.85	1.335
1821	80815	433867	4652815	NA	NA	NA	2.216	2.303	0.617	0.153	1.302	0.902
1816	80816	447881	4652801	NA	NA	NA	3.894	3.068	0.167	0.259	2.315	1.359
1822	80818	451854	4652823	NA	NA	NA	3.254	1.908	0.241	0.109	1.837	0.805
1790	80822	445903	4651814	NA	NA	NA	0	0.45	0.179	0.563	-3.643	0.548
1786	80823	450955	4651806	NA	NA	NA	0.688	1.195	0.746	0.657	0.386	0.467
1781	80824	451870	4651792	NA	NA	NA	2.482	1.387	0.27	0.199	1.679	1.099
1799	80827	454955	4651853	NA	NA	NA	6.808	6.005	0.459	0.365	0.997	3.169
1767	80828	430884	4650846	16.097	20.92773926	31.215	1.133	1.907	0.407	0.101	-0.232	0.917
